Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free
"AriZona Green Tea, Ginseng and Honey, 12 Pack",$9.09,$10.59, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5d0ff139-9fb5-4da8-b976-45eb3dd2ccee.jpeg 4x,"AriZona® Green Tea with Ginseng and Honey.,Antiox - Vitamin C antioxidant.,100% Natural tea.,No preservatives.,No artificial flavor.,No artificial color.,12 - 11.5 fl. oz. (138 fl. oz.) Cans.,12 - 340 ml (4.08 L) Cans.","Premium Brewed Blend Of Green Teas Using Filtered Water, High Fructose Corn Syrup (glucose-fructose Syrup), Honey, Citric Acid, Natural Flavors, Ascorbic Acid (vitamin C), Ginseng Root Extract","Shake well.,Refrigerate after opening.",,,
Brisk Lemon Ice Tea - Pack,,$11.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2522e279-a6f1-484d-93ff-ce41f9c92be3.jpeg 4x,With other natural flavors. Per Can: 70 calories; 0 g sat fat (0% DV); 105 mg sodium (5% DV); 17 g total sugars. Caffeine Content: 8 mg/12 fl oz. drinkbrisk.com. Please recycle.,"Water, High Fructose Corn Syrup, Citric Acid, Sodium Polyphosphates (to Protect Flavor), Black Tea Powder, Natural Flavor, Phosphoric Acid, Sodium Benzoate (preserves Freshness), Potassium Sorbate (preserves Freshness), Acesulfame Potassium, Sucralose, Calcium Disodium Edta (to Protect Flavor).",Ready to Drink,,,
Yogi Tea Sweet Tangerine Positive Energy,$4.50,$5.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ea60428d-d144-445b-a02c-cbf67c3cf005.png 4x,"Yogi Sweet Tangerine Positive Energy tea combines Ashwagandha, an herb traditionally used to uplift the spirit; with an invigorating blend of Black Tea and Yerba Maté Leaf to help provide energy.* Notes of Jasmine Flower and Tangerine add sweet, floral, and fruity flavor. Uplift your spirit with an energizing cup of Yogi Sweet Tangerine Positive Energy tea, a bright and flavorful blend that’s sure to leave you smiling.","Organic Orange Flavor, Organic Tangerine Flavor, Organic Lotus Flower Flavor, Organic Orange Peel Oil, Citric Acid, Organic Tangerine Oil, Organic Lemon Myrtle Flavor.","Get the most out of every cup. Bring water to boiling and steep 5 minutes. For a stronger tea, use 2 tea bags. Drink 3-4 cups daily.",Contains caffeine,,
Bigelow Decaf Earl Gray Tea,,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f9fe3e8b-5b0a-450b-944a-a215ce8ede36.png 4x,"We only use 100% real bergamot oil from Calabria, Italy and blend it with hand-picked black tea grown high up in the mountains.,• Hand-Picked tea leaves from high elevation gardens expertly blended with pure bergamot oil from Calabria, Italy without the caffeine,• Gluten–free, Non-GMO, Kosher Parve,• 20 Tea bags, individually wrapped in foil pouches for peak flavor, freshness and aroma,• Each Ingredient has been carefully selected by the Bigelow Family to deliver an uncompromised quality tea experience","Decaffeinated Black Tea, Natural Oil Of Bergamot","Every cup counts. How to make a perfect cup: Start with fresh cold water and bring to a rolling boil. Pour over tea bag, steep for 4 minutes (or whatever time you like), remove bag. For iced tea by the glass, steep longer & pour over ice. Enjoy!",,Gluten Free,
Traditional Medicinals Organic Nighty Night Tea,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_42518355-5a49-4fe1-ba60-e6ad40ee5e0b.png 4x,"Generations of native South Americans have used passionflower to soothe the nervous system and help relieve occasional sleeplessness.* Our herbalists appreciate both its wild beauty and its herbal power, blending it with calming herbs like chamomile and linden flower to help you sleep easy.*","All Herbal Ingredients: Organic Passionflower Herb, Organic Chamomile Flower, Organic Linden Flower, Organic Catnip Herb, Organic Hop Strobile. Proprietary Blend: Organic Spearmint Leaf, Organic Lemon Verbena Leaf, Organic Lemon Peel, Organic West Indian Lemongrass Leaf.",POUR 8 oz. freshly boiled water over 1 tea bag. COVER & STEEP for 10-15 min. SQUEEZE tea bag to ensure maximum goodness.,"Do not use this product if you are pregnant. Consult your healthcare practitioner if sleeplessness persists of continuously for more than two weeks; if you are taking sedative medications; or if you are breastfeeding. Consumption with alcohol is not recommended. Some people may experience drowsiness. Exercise caution if you are driving, or involved in activities requiring mental alertness within 2 hours of consumption. Do not use if you have known allergies to plants of the daisy (Asteraceae) family. Not recommended for use with children under 12 years of age.",,
Lipton Diet Green Tea Citrus - Pack,$11.49,$12.69, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6ef9c2dd-7df6-416b-863f-4b6c4ae91f1e.jpeg 4x,"Lipton Diet Green Tea with Citrus blends smooth, delicious green tea with the tang of citrus to give you a great tasting green tea.,• 0 calories,• Great drink for instant, on-the-go refreshment,• Blends smooth, delicious green tea with the tang of citrus,• Includes twelve 16.9 oz bottles","Water, Citric Acid, Sodium Polyphosphates (to Protect Flavor), Green Tea, Natural Flavor, Ascorbic Acid (vitamin C), Phosphoric Acid, Potassium Sorbate (preserves Freshness), Aspartame, Acesulfame Potassium, Citrus Pectin, Calcium Disodium Edta (to Protect Flavor).",Refrigerate after opening.,Phenylketonurics: contains phenylalanine.,,
"Celestial Seasonings Herbal Tea Sampler, 5 Flavors, Caffeine Free, Tea Bags",$4.39,$5.19," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ad2245da-5a8c-4e5a-a189-36b086ed2565.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_76ab4b2d-de96-472e-a255-114b8a2f7769.png 4x","Blendmaster's Notes,""With five favorites in one box, our Herbal Tea Sampler has the perfect cup all day long. Wake up with a tangy Zinger® blend, find afternoon comfort Chamomile or Peppermint, and wind down with soothing Sleepytime® tea. Find rejuvenation and calm when you need them most."",Charlie Baden,,Celestial Seasonings Blendmaster,Blended with Care from Seed to Sip,• Responsible Sourcing. We purchase most of our ingredients directly from the farming communities that grow them.,• Quality Ingredients. We blend our teas from the finest ingredients, with no artificial flavors, colors or preservatives.,• Sustainable Packaging. We use tea bags without strings, tags or staples, keeping tons of material out of landfills every year.","Chamomile: Chamomile, Lemon Zinger: Hibiscus, Rosehips, Roasted Chicory, Orange Peel, Lemongrass, Lemon Peel And Whole Dried Lemons, Natural Lemon Flavor With Other Natural Flavors And Citric Acid, Peppermint: Peppermint, Sleepytime: Chamomile, Spearmint, Lemongrass, Tilia Flowers, Blackberry Leaves, Orange Blossoms, Hawthorn And Rosebuds, Honey Vanilla Chamomile: Chamomile, Orange Peel, Natural Honey Flavor With Other Natural Flavors, Licorice, Roasted Chicory And Lemongrass",Hot Tea by the Cup: Pour freshly boiled water over one tea bag. Steep 4 to 6 minutes and remove tea bag. Sweeten if desired. Iced Tea by the Glass (Always pour boiled water into heat-resistant cup.): Pour boiling water over two tea bags. Steep 4 to 6 minutes and remove tea bags. Pour into a tall glass filled with ice.,,Gluten Free,
Bigelow Constant Comment Tea,,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fa500b42-d4da-49c4-b96e-b75abb21ac02.png 4x,"Constant Comment is a unique blend that reinvented tea in America. This recipe has never changed and is still only blended by Eunice and David Bigelow.,• The Bigelow Family's first and most famous blend flavored with a secret recipe of orange rind and sweet spice,• Gluten–free, Non-GMO, Kosher Parve, Kosher for Passover,• 20 Tea bags, individually wrapped in foil pouches for peak flavor, freshness and aroma,• Each Ingredient has been carefully selected by the Bigelow Family to deliver an uncompromised quality tea experience","Black Tea, Rind Of Oranges, Sweet Spice, Natural Flavor","How to make a perfect cup. Start with fresh cold water and bring to a rolling boil. Pour over tea bag, steep for 2 - 4 minutes (or whatever time you like), remove bag. For iced tea by the glass, steep longer & pour over ice. Enjoy!",,Gluten Free,
Lipton Black Tea Cold Brew Iced Tea Bags Family-Size Unsweetened,,$6.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_49c02b87-c384-4086-9c23-a61fa96d1ea7.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_22af3517-98a7-4495-9f1f-28ebe2af80d7.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4423b988-a4c8-4337-a0e1-6f412372282f.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1726a8a8-d257-460b-95aa-080bfc493971.jpg 4x","Easily Brew Crisp, Refreshing Lipton Black Iced Tea In Just Five Minutes With Our Convenient, Family-Size Tea Bags. No Boiling Required! Using Real Tea Leaves Picked At The Peak Of Flavor And Freshness, Our Master Blenders Craft This Naturally Tasty And Refreshing Blend That’S Ideal For Cold Water Brewing. Try It Today And Enjoy The Superior Taste Of Fresh-Brewed Tea With Lipton Cold Brew Iced Tea. It’S The Perfect Addition For Any Family Meal Or Snack Break, And Is Moderately Caffeinated To Help Keep You Energized. To Brew, Simply Steep 2 Family-Size Tea Bags In One Gallon Of Cold/Iced Water For 5 Minutes, Remove The Bags, And Sweeten To Taste. Then Sit Back, Relax, And Let Great-Tasting Lipton Cold Brew Iced Tea Brighten Your Day! Using Our Unique Process, We Press Fresh, High-Quality Tea Leaves To Release Their Natural Essence So You Can Enjoy Maximum Tea Flavor And Aroma In Every Sip. Our Tea Is Also Sustainably Sourced. This Commitment Helps Ensure Livable Wages, Quality Housing, Education, And Medical Care For Lipton Tea Farmers Around The World. Your Tea Is Their Brighter Future.","Orange Pekoe And Pekoe Cut Black Tea, Tea Extract","COLD BREW METHOD 1. Pour 8 cups COOL water over 2 tea bags. Cold brew for 5 minutes dunking frequently, stir. 2. Remove tea bags. Add ice and ENJOY! Keep Refrigerated. For a strong, smooth flavor, brew in your fridge overnight! Makes 2 quarts of iced tea",,,
"Twinings Black Tea, Irish Breakfast, Pure",$4.59,$6.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_40428994-8c67-46e7-af29-fc65a281aeba.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c6363d48-0bbb-4a1c-8275-aaa38e467899.png 4x","Our Irish Breakfast tea pays tribute to the Irish, who are well-known for their love of strong teas, and the Twinings Irish Breakfast Robust Pure Black Tea, is no exception. This blend combines teas carefully selected from four distinct regions to give it added body, flavour and strength, and helps you feel good inside and out . The bold taste originates from teas grown in the tropical climate of Assam and the rich, amber colour from teas grown in the fertile terra rossa soil of Kenya. The hardiness from these regions is complemented by the softer and more subtle teas from Indonesia and China to yield a full-bodied tea with a smooth finish. To brew the perfect cup steep one bag for 5 minutes in boiling water. At Twinings, we believe in living well and enjoying life. Backed by generations of trusted knowledge and ethical integrity, our Master Blenders are committed to delivering nature’s goodness and ensuring consistent taste and quality by sourcing the world’s finest herbs, fruits, and teas. From traditional teas to functional blends, Twinings encourages consumers to “Drink in Life” by celebrating the small steps that make wellbeing attainable and remain committed to an optimistic life that is well-lived, one sip at a time.,• Our Irish Breakfast Tea features a blend of teas from four different regions to create a full-bodied tea with a smooth finish,• Provides the perfect amount of caffeine for a pick me up at any time of day,• To brew the perfect cup of tea, steep one tea bag for 4 minutes in boiling water.,• Black tea is fuller-bodied and has the strongest tea taste,• 20 tea bags,• We believe our drinks can be a force for positive change around the world – from the communities where we source our ingredients to the homes where our drinks are enjoyed.",Black Tea.,"Want tips on how to make it? Hot tea: pour boiling water over tea bag, steep for 3-5 minutes, remove & enjoy! Iced tea: fill half a pitcher with boiling water, steep 4 tea bags 3 minutes, remove, add ice to desired strength. Or use 1 tea bag in a heat-resistant glass. Enjoy immediately!,Store in a cool, dry place.",,,
Celestial Seasonings Raspberry Zinger Tea,,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_69e7238a-fdf3-4387-b7d7-ac8e3583ab11.png 4x,"The Story of Celestial Seasonings®,Back in 1969, we started picking herbs from the fields and forests of the Rocky Mountains and at that moment, we created America's very first herbal tea. Still blended in Boulder by our expert blendmaster, our uniquely delicious teas are made with the finest ingredients, passion and inspiration.,Blendmaster's Notes,Raspberry Zinger®,""This robust herbal brew gets its sweet-tart aroma and taste from tangy, fruity hibiscus (the 'zing' in every Zinger® tea) and ripe, red raspberry flavor. Served warm, this bold blend is soothing and satisfying. Served over ice and it's the very taste of a summer's day."",Charlie Baden,,Celestial Seasonings Blendmaster","Hibiscus, Rosehips, Roasted Chicory, Orange Peel, Blackberry Leaves, Natural Raspberry Flavor With Other Natural Flavors, Raspberry Leaves",{},,Gluten Free,
Lipton Tea Bags Green Tea,,$6.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2fd370d6-43fb-431d-8473-01366a049303.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ee69d1b2-af5a-468e-8da6-6e4f6703b0f5.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2a994b09-258d-458a-b908-21d6de70b591.jpg 4x","This Lipton Green Tea contains flavonoids, which, along with a diet consistent with dietary guidelines, can help maintain heart health. Daily consumption of 2-3 cups of unsweetened brewed tea provides 200-500 mg of flavonoids that can help support a healthy heart as part of a diet consistent with dietary guidelines. Lipton 100% Natural Green Tea contains 150 mg of flavonoids per cup.,Lipton 100% Natural Tea bags have a delightfully light, fresh, and non-bitter taste that is simply delicious. Make yourself a cup of uplifting goodness with the naturally light and fresh taste of Lipton Green tea. We blend our Lipton Green Tea with young tea leaves, balancing the best of what green leaf tea has to offer.,Our tea blends are made with 100% natural, Rainforest Alliance certified tea leaves. It’s a refreshing and rounded sip with a smooth and mellow finish that is as flavorful served hot as it is cooled over ice. Made with sunshine and rain, it lets you drink in positivity and relish a moment of pure lightness.,Thomas Lipton was a man on a mission – to share his passion for tea around the world. He believed that everyone deserved high quality, great tasting tea. And over 120 years later, that belief is still what drives us – inspiring more flavors, more varieties and more love than ever before. All our tea bags are 100% sustainably sourced, which translates into ensuring decent wages for tea farmers around the world together with access to quality housing, education and medical care. Your tea is their brighter future.",Green Tea.,"remove tea bags and sweeten to taste.,Stir in 3 cups ice cubes until melted;CUP OF HOT GREEN TEA,Brew in boiling water 1 to 1-1/2 minutes or to desired strength. Remove tea bag;sweeten to taste.,QUART OF ICED GREEN TEA,Brew 4 tea bags in two cups of boiling water in heat-proof pitcher.,Brew 1 to 1-1/2 minutes;keep refrigerated.",,,
Yogi Tea Honey Lavender Stress Relief,$4.50,$5.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ea638cca-7ac7-4336-9e0e-8fe3ccf6d64e.png 4x,"Relax and breathe in the enchanting aroma of Yogi Honey Lavender Stress Relief tea. Made with herbs traditionally used for relaxation including Lavender, Chamomile, and Lemon Balm; Yogi Honey Lavender Stress Relief tea is a soothing blend that helps your body and mind to unwind.*","Other Ingredients: Organic Honey Powder, Organic Lavender Flavor, Organic Lemon Myrtle Flavor, Organic Vanilla Flavor, Organic Honey Flavor","Get the most out of every cup. Bring water to boiling and steep 7 minutes. For a stronger tea, use 2 tea bags.",Consult your healthcare provider prior to use if you are pregnant or nursing.,,
Celestial Seasonings Country Peach Passion Tea,,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7630b32a-a7f8-409d-9ee0-215a2fd2ce4b.png 4x,"Blending herbs, art and inspiration. Blendmaster's Notes: Country Peach Passion: Discover this herbal tea packed with juicy peach flavor and floral chamomile. Reminiscent of peaches just picked from the orchard-this flavorful blend is summer in a glass served over ice. Served warm and it's a satisfying and soothing cup of tea. - Charlie Baden, Celestial Seasonings Blendmaster. The Story of Celestial Seasonings: Back in 1969, we started picking herbs from the fields and forests of the Rocky Mountains and at that moment, we created America's very first herbal tea. Still blended in Boulder by our expert Blendmaster, our uniquely delicious teas are made with the finest ingredients, passion and inspiration. An apple is an excellent thing - until you have tried a peach. - George du Maurier.","Orange Peel, Rosehips, Hawthorn, Chamomile, Natural Peach Flavor With Other Natural Flavors (8%), Blackberry Leaves, Hibiscus, Peaches (1%), Citric Acid, Paprika (color)",Hot Tea by the Cup *: Pour boiled water over one tea bag. Steep 4 to 6 minutes and remove tea bag. Sweeten if desired. * Always pour boiled water into heat-resistant cup. Iced Tea by the Glass *: Pour boiled water over two tea bags. Steep 4 to 6 minutes and remove tea bags. Pour into a tall glass filled with ice. * Always pour boiled water into heat-resistant cup.,,Gluten Free,
Lipton Diet Green Tea Mixed Berry - Pack,,$8.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_52f299c7-c967-4412-8adc-541b9330834c.jpeg 4x,"The smooth, delicious taste of Lipton green tea with a burst of berry flavor, for a great tasting green tea that's free of calories.,• Zero calories,• 100% daily value vitamin C,• Includes twelve 16.9 oz bottles","Water, Citric Acid, Sodium Polyphosphates (to Protect Flavor), Green Tea, Ascorbic Acid (vitamin C), Natural Flavor, Potassium Sorbate (preserves Freshness), Phosphoric Acid, Aspartame, Acesulfame Potassium, Citrus Pectin, Calcium Disodium Edta (to Protect Flavor).",Refrigerate after opening.,Phenylketonurics: contains phenylalanine.,,
TAZO TEA Skinny Chai Latte,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_980794f7-93b8-4b7b-8a11-1b4a0819421c.png 4x,"With An Astonishingly Bold Taste And Less Calories Than Our Classic Chai Latte Concentrate, This Tazo Skinny Chai Latte Black Tea Concentrate Is The Perfect Way To Refresh Your Morning Routine. This Warming Combination Of Herbs And Spices Is Masterfully Blended To Perfection. Made With Real Brewed Tea, Tazo Skinny Chai Latte Concentrate Has A Deliciously Vibrant Flavor With 33% Fewer Calories Than Our Classic Chai Latte. Ginger Adds A Touch Of Warmth And Exhilarating Spice; Cardamom Is Intensely Aromatic And Adds A Dash Of Heat; And Cinnamon Adds Warmth And Spice Nestled Into A Toasty Aroma. Along With Being Incredibly Delectable, Tazo Skinny Chai Latte Black Tea Concentrate Makes It Easy For You To Be Your Own Barista With Effortless Café-Quality Drinks In The Comfort Of Your Home. Simply Mix Your Favorite Dairy Or Plant-Based Milk To The Skinny Chai Latte Black Tea Concentrate In A 1-To-1 Ratio, Relax, And Enjoy This Caffeinated Blend Hot Or Cold. To Add, Tazo Skinny Chai Lattes Have Enough Caffeine To Jump Into Your Mornings With Energy And Give Your Afternoons A Kick! Tazo Skinny Chai Latte Is The Warmest Result Of All Our Tireless Quests For The Best-Tasting Teas And Richest Spices From Around The World. Pour Yourself A Cup To Experience What We'Re Talking About.","An Infusion Of (water, Black Tea, Black Pepper, Ginger, Cardamom, Cinnamon, Cloves, Star Anise, Natural Flavors), Cane Sugar, Honey, Ginger Juice, Natural Flavors, Vanilla Extract, Citric Acid","Blend With Milk And Enjoy Hot Or Iced.,Shake Carton Before Opening",,,
"Twinings English Breakfast, 100% Pure Black Tea",,$10.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c6eb9f0a-5ce2-411b-bdf2-bdd07f9f481d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8446d299-1339-4117-83ad-bffafc00183c.png 4x","English Breakfast is our most popular tea, and the Twinings English Breakfast Pure Black Tea Bags are no exception. To create this well-balanced blend, we select some of the finest teas, each with its own unique characteristics. Tea from Kenya and Malawi provides the briskness and coppery-red colour while Assam gives full-body and flavour. The robustness from these regions is complemented by softer teas from other regions. The combination yields a complex, full-bodied, lively cup of tea that is perfect any time of day and helps you feel good inside and out . To brew the perfect cup, steep one tea bag for 5 minutes in boiling water. At Twinings, we believe in living well and enjoying life. Backed by generations of trusted knowledge and ethical integrity, our Master Blenders are committed to delivering nature’s goodness and ensuring consistent taste and quality by sourcing the world’s finest herbs, fruits, and teas. From traditional teas to functional blends, Twinings encourages consumers to “Drink in Life” by celebrating the small steps that make wellbeing attainable and remain committed to an optimistic life that is well-lived, one sip at a time.,• Our most popular tea, English Breakfast features a combination of teas that come together to create a full-bodied, lively cup of tea that is perfect for any time of day.,• Provides the perfect amount of caffeine for a pick me up at any time of day,• To brew the perfect cup of tea, steep one tea bag for 4 minutes in boiling water.,• Black tea is fuller-bodied and has the strongest tea taste,• 50 tea bags,• We believe our drinks can be a force for positive change around the world – from the communities where we source our ingredients to the homes where our drinks are enjoyed.",Black Tea.,"Want tips on how to make it? Hot Tea: Pour boiling water over tea bag. Steps 3-5 minutes, remove & enjoy! Iced Tea: Fill half pitcher with boiling water, steep 4 tea bags 3 minutes, remove, add ice to desired strength. Or use 1 tea bag in a heat- resistant glass. Enjoy immediately!",,,
Yogi Tea Organic Honey Chai Turmeric Vitality,$4.50,$5.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ad44e88d-ce47-4de1-908f-4c377fc0fa55.png 4x,"Yogi Honey Chai Turmeric Vitality tea is an intriguing Chai tea blend that combines Turmeric, traditionally used in Ayurveda for its abundant health-promoting qualities, with naturally sweet Organic Honey Flavor and rich, warming spices including Cinnamon, Cardamom, Ginger, and Clove. Enjoy deliciously spicy-sweet Yogi Honey Chai Turmeric Vitality tea throughout the day to support your overall health and well-being.*","Other Ingredients: Organic Honey Powder, Organic Honey Flavor","Get the most out of every cup. Bring water to boiling and steep 7 minutes. For a stronger tea, use 2 tea bags. Add your favorite sweetener and milk or milk substitute.",Consult your healthcare provider prior to use if you are pregnant or nursing.,,
"Twinings Black Tea, Flavored, Earl Grey",$4.59,$6.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c7b4685a-0380-4b2e-98a6-60cb5157e683.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cdd5af3c-47f0-44d5-b20b-3949f44be71c.png 4x","By appointment to her Majesty Queen Elizabeth II tea and coffee merchants R. Twining and Company Limited, London. Twinings of London. Estd 1706. The Strand, London WC2, England. Brighten up your day with the distinctive taste and aroma of this classic tea. Individual tea bags sealed for freshness. The Twinings of London Story: In 1706, Thomas Twining began selling fine tea from an English storefront in The Strand, London. Today, Twinings continues to sell some of the world's best teas from the original store and in more than 100 countries throughout the world. Over 300 years of experience. Est. 1706. Master Blender's Notes: Notes: Fragrant, flora, citrusy. Colour: Translucent, reddish-brown. Sleep Time: 3 minutes (Recommended). Twinings has been blending my family tea for years. Legend has it that my ancestor, the second Earl Grey, was presented with this exquisite recipe by an envoy on his return from China. He liked it so much, he asked Richard Twining to recreate it for him. Generations of my family have enjoyed Earl Grey tea and today, I am proud to continue this tradition with the tea celebrated throughout the world known as Twinings Earl Grey. - The seventh Earl Grey. At Twinings, we take great care to ensure that the Earl Grey tea you drink today tastes as extraordinary as the one Richard Twining first recreated. Fresh, fragrant and flavoured with distinctive notes of citrus, this Earl Grey tea has all the taste of the original. - Mike Wright - Master Blender. Ethical tea partnership.","Black Tea, Natural Flavours, Bergamot Peel","Want tips on how to make it? Hot Tea: Pour boiling water over tea bag, steep for 3-5 minutes, remove & enjoy! Iced Tea: Fill half a pitcher with boiling water, steep 4 tea bags 3 minutes, remove, add ice to desired strength. Or use 1 tea bag in a heat-resistant glass. Enjoy immediately! Drink hot or iced.,Store in cool, dry place.,Best before date.",,,
"Pure Leaf Brewed Tea, Zero Sugar, Sweet Tea",,$2.50," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2266cf1f-94be-44d2-be78-9012c45749dc.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_17f2c252-e011-4f62-be95-752e4d714d22.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2d7dba8d-acb3-4dac-bc1f-a943825538bc.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_20517e08-8ce5-433d-9b9f-cc8caa97855b.png 4x",,"Brewed Black Tea*, Citric Acid, Citrus Pectin, Sucralose, Acesulfame Potassium.",Refrigerate after opening.,,,
Yogi Tea Lemon Ginger,$4.50,$5.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1fd8295f-6380-4a6a-85c2-725245fc88ef.png 4x,"Yogi Lemon Ginger tea is a lively, herbal blend that combines tart Lemon and refreshing Peppermint with Ginger; used for centuries by Ayurveda practitioners for its warming properties and to aid healthy digestion. Enjoy a cup of Yogi Lemon Ginger tea when your tummy needs a little taming, or whenever you want to enjoy a deliciously flavorful herbal tea.*","Organic Lemon Flavor, Citric Acid.","Get the most out of every cup. Bring water to boiling and steep 7 minutes. For a stronger tea, use 2 tea bags.","Consult your healthcare provider prior to use if you are pregnant or nursing, taking any medication or if you have a medical condition.",,
Lipton Black Tea Bags Family-Size,,$5.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e2c26d45-cf93-4dcc-8e5d-56e0b040269d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3abe6558-03e8-4329-9027-03130e96aeb7.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_18a55f7a-9dc3-43a5-8b16-28c3af0e7176.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0304c8ed-e9a7-412d-bc59-5558e8272604.jpg 4x","This Lipton Iced Unsweetened Tea Contains Flavonoids, Which, Along With A Diet Consistent With Dietary Guidelines, Can Help Maintain Heart Health. There Are So Many Benefits To Drinking Tea. Did You Know Regular Consumption Of Black Or Green Tea Can Help Support A Healthy Heart? Daily Consumption Of 2-3 Cups Of Unsweetened Brewed Tea Provides 200-500 Mg Of Flavonoids That Can Help Support A Healthy Heart As Part Of A Diet Consistent With Dietary Guidelines.,Lipton Carefully Crafted Its Iced Tea Blend From A Mix Of Orange Pekoe And Black Tea Leaves — And Fresh-Brewed Iced Tea Never Tasted So Good. This Family Size Tea Is For Those Looking For A Delicious Alternative To Plain Water, Or Drinks With Artificial Flavors And Colors. Each Bag Makes 4 Servings, For A Pitcher Full Of Flavor That Will Keep You And Your Whole Family Happy. Simply Brew Hot, Pour Over Ice, And Enjoy This Smooth-Tasting Tea All Year Round.,To Capture As Much Of The Tea Taste And Aroma As Possible, We Have Developed An Innovative Process Where We Press Fresh, High-Quality Tea Leaves To Release Their Natural Essence. We Then Use This Essence On Our Blend.,All Our Iced Tea Bags Are 100% Sustainably Sourced Using Only Rainforest Alliance Certified Tea Leaves, Which Translates Into Ensuring Decent Wages For Tea Farmers Around The World Together With Access To Quality Housing, Education And Medical Care. Your Tea Is Their Brighter Future.",Orange Pekoe And Pekoe Cut Black Tea***.,"Quick Chill Method 1. In A Heat-Proof Pitcher, Add 2 Tea Bags With 4 Cups Of Boiling Water. Brew For 3-5 Minutes. 2. Fill The Rest Of The Pitcher With Ice Or 4 Cups Of Cold Water. Keep Refrigerated. Makes 2 Quarts Of Iced Tea","Store in cool, dry place.",,
AriZona Decaf-Zero Green Tea Ginseng,,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3cb2b403-63f3-481c-b3b3-57a5ad77fa57.jpg 4x,"Arizona® Decaf-Zero Green Tea with Ginseng.,Decaffeinated.,No calorie.","Premium Brewed Decaffeinated Green Tea Using Filtered Water, Honey, Natural Flavors, Citric Acid, Sucralose, Ascorbic Acid (vitamin C), Acesulfame Potassium, Sodium Citrate, Ginseng Root Extract.","Shake well.,Refrigerate after opening.",,,
