Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free,"Quench your thirst with Fit & Active Grape Flavor Liquid Water Enhancer, a delicious way to add flavor to your water. With zero calories and less than 1 carb per serving, this liquid enhancer is perfect for those watching their intake. Made with natural flavors and without sugar or gluten, it's a healthier alternative to sugary drinks. The kosher ingredients include citric acid and potassium sorbate (preservative). Each bottle contains 24 servings, making it convenient for on-the-go hydration. Order now on Instacart for same-day delivery or pickup and enjoy a refreshing glass of grape-flavored water anytime, anywhere.","Quench your thirst and stay energized with Cirkul Gosip Grape Flavor Energy Cartridge, the perfect drink for those on-the-go. This convenient tumbler lets you enjoy a refreshing and delicious grape-flavored drink with added caffeine, taurine, and vitamins B3 and B12. With no sugar, fat, or carbs, it's a guilt-free way to stay hydrated all day long. Made with filtered water, natural flavors, and other high-quality ingredients, this energy cartridge is gluten-free and suitable for people with various dietary restrictions. Get your hands on Cirkul Gosip Grape Flavor Energy Cartridge today through Instacart's same-day delivery or pickup!","With just half a teaspoon of Food Club Black Cherry +Energy Liquid Beverage Enhancer, you can liven up your water and get an extra boost of energy for your day. This gluten-free enhancer contains zero juice but packs 60mg of caffeine per serving, along with taurine, guarana extract, ginseng extract, niacinamide (vitamin B3), pyridoxine hydrochloride (vitamin B6), cyanocobalamin (vitamin B12), and natural flavor. It is also kosher certified. Each bottle contains 24 servings and does not need refrigeration. For best quality, use within one month of opening. Get yours today through Instacart for same-day delivery or pickup!","Quench your thirst with Splenda Strawberry Watermelon Liquid Water Enhancer. One squeeze is all it takes to turn ordinary water into a flavorful, refreshing drink. Perfect for people with diabetes, this water enhancer contains natural flavors and Splenda Sucralose for a sweet taste without any added sugars. Plus, it's kosher and has zero calories, making it a guilt-free choice. Each bottle provides about 30 servings, so you can enjoy your favorite drink without worrying about running out quickly. Simply shake well before using, add one squeeze to 12 oz of water, and enjoy! Available on Instacart for same-day delivery or pickup."
Twinings Cold Infuse Flavoured Water Enhancer Strawberry & Lemon,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9a7c81f9-030f-485b-8b70-e057bd3b5ed5.png 4x,"Flavoured cold water enhancer. Contains natural flavours. Sugar free. Naturally caffeine free. Low calories. Great for on the go. No artificial sweeteners. Liven up your water the easy way! Just drop in your bottle & go! www.twiningsusa.com. For questions or comments, please contact us at: www.twiningsusa.com or call us at 1-800-803-6695. Product of Poland. Liven up your water the easy way! Just drop in your bottle & go!; Drop, leave, shake & enjoy.","Natural Strawberry And Lemon Flavours With Other Natural Flavours, Apple Pieces, Beetroot, Chicory Root, Natural Flavour (steviol Glycosides).","Reconstitute: Drop 1 infuser in your water bottle (16.9 oz./500mL).,Wait 5 minutes, shaing occasionally. Leave infuser in and enjoy.,Once prepared please consume within 8 hours.,Store in a cool, dry place.,Once opened, consume within 6 months.",,,,,,,
"Cirkul Flavor Cartridge, Orange Tangerine, Active",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fa89010d-ad44-4558-847a-bd629771bdad.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4e8c1470-4dfe-4f0c-bf97-993e68159434.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e756e017-6bad-49a5-8218-1f6bbfe163c6.png 4x",,"Filtered Water, Natural Flavors, Citric Acid, Monopotassium Phosphate, Lactic Acid, Salt, Sodium Citrate, Sucralose, Phosphoric Acid, Niacinamide, Sodium Benzoate (to Preserve Freshness), Potassium Sorbate (to Preserve Freshness), Pyridoxine Hydrochloride, Cyanocobalamin (vitamin B12).",Use within 10 days of opening.,,,,,,,
"Publix Water Enhancer, Fruit Punch",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2e14ba6b-5e88-4a9f-95e3-da607a4b3e10.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_98b42e42-9b10-435c-95a0-d62e96eef3fb.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_02bc21e3-cb3d-4f87-8de3-b5e46ecd30be.png 4x",Fruit punch natural flavor with other natural flavors. Zero calories. 24 servings. publix.com. Scan for more information. BPA free.,"Water, Malic Acid, Citric Acid, Less than 2% of: Natural Flavor, Sucralose, Acesulfame Potassium, Potassium Citrate, Gum Arabic, Red 40, Sucrose Acetate Isobutyrate, Niacinamide, Vitamin B6, Vitamin B12.","Does not need refrigeration.,One squeeze for each 8 fl oz serving. Always dilute.,For best quality, use within one month of opening.",,,,,,,
"Publix Water Enhancer, Strawberry Lemonade",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_25f150e7-94ba-4ef7-8e70-4309a249fb14.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_67db46d7-1718-4c53-a256-15f71fa1b906.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_def47482-f0dd-4183-bca0-2e93bb2fda65.png 4x",,"Water, Citric Acid, Sodium Citrate, Gum Arabic, Sucralose, Contains Less Than 2%: Natural Flavors, Sucrose Acetate Isobutyrate, Red 40, Sodium Benzoate And Potassium Sorbate (preservatives).","Does not need refrigeration. For best quality, use within one month of opening.,Does not need refrigeration.,One squeeze for each 8 fl oz serving. Always dilute.",,,,,,,
"Publix Water Enhancer, Berry Pomegranate",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d6e874b1-8d22-437c-8708-011b0fb39c79.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_70111ece-db09-4aa3-ba1c-5a3ac9ea53e3.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8017fa02-a2ad-402b-aca6-1d669532d796.png 4x",,"Water, Citric Acid, Malic Acid, Potassium Citrate, Contains Less than 2% of: Gum Arabic, Natural Flavors, Sucralose, Acesulfame Potassium, Sucrose Acetate Isobutyrate, Red 40, Blue 1, Niacinamide, Vitamin B6, Vitamin B12, Potassium Sorbate.","One squeeze for each 8 fl oz serving. Always dilute. Does not need refrigeration. For best quality, use within one month of opening.",,,,,,,
"Publix Water Enhancer, Orange Tangerine",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fe370176-ae81-4796-a10d-14d2bba383d2.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f537015d-26d0-468d-9b32-0ec7a7eff728.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9b615270-bf1c-438d-83b5-71d6d8b7e9c9.png 4x",,"Water, Citric Acid, Sodium Citrate, Gum Arabic Sucralose (sweetener), Contains Less Than 2% Of: Niacinamide Vitamin B6, Vitamin B12, Natural Flavor, Sucrose Acetate Isobutyrate, Yellow 6, Sodium Benzoate And Potassium Sorbate (preservatives).","One squeeze for each 8 fl oz serving. Always dilute. Does not need refrigeration. For best quality, use within one month of opening.",,,,,,,
"Stur Drinks Tropical Punch, Liquid Water Enhancer",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_88bd1295-752a-4b13-a6fc-126ca94e5b44.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a956d93d-9f44-4a59-8270-1dfbacf477d2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4a8c1a81-e53a-4aa3-abf2-82b126b8253e.jpg 4x","Available in a variety of delicious fruit flavors, Stur water enhancers are the liquid drink mix for consumers looking for natural ingredients. Delicious, naturally flavored water can now be made at home or on the go with our portable liquid drink mix bottles. To use, flip-open the cap. Point downwards directly into your water. And squeeze 1 second per serving in 8-ounces of water (squeeze longer to add more flavor)! Each portable bottle of Stur makes 20 8-ounce drinks – with 0 sugar, 0 calories, and an excellent source of Vitamin C per serving.","Purified Water, Natural Fruit Flavor Extract, White Grape Juice, Vitamin C (ascorbic Acid), Fruit And Vegetable Juice (color), Natural Stevia Extract.",Best within 1mo. of opening.,,,,,,,
"Publix Water Enhancer, Strawberry Watermelon",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_273281df-fbc9-4d09-86ba-8ce4a965df54.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b215d734-714e-4a11-a5bf-692497692f13.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d3dda415-fceb-49c5-82b8-500deeed6d7f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8b04d605-0fde-4958-8327-fdeee61a3258.png 4x",,"Water, Malic Acid, Citric Acid, Contains Less than 2% of: Gum Arabic, Natural Flavors, Sucralose, Acesulfame Potassium, Potassium Citrate, Sucrose Acetate Isobutyrate, Red 40, Niacinamide, Vitamin B6, Vitamin B12, Potassium Sorbate.","Does not need refrigeration. For best quality, use within one month of opening.",,,,,,,
"Publix Water Enhancer, Black Cherry",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_efccfb7e-e4bd-4de1-b1b9-905ac78d492f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1c360a97-4782-420e-b56d-485cc2f6bc7d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c9c55093-5e97-485d-8364-1a74bd09a40d.png 4x",,"Water, Citric Acid, Propylene Glycol, Caffeine, Sodium Citrate, Sucralose (sweetener), Potassium Citrate, Acesulfame Potassium (sweetener), Natural Flavor, Taurine, Niacinamide, Ginseng Extract (panax), Guarana Extract, Red 40, Potassium Sorbate (preservative), Vitamin B6, Blue 1, Vitamin B12.","Does not need refrigeration. For best quality, use within one month of opening.",Not recommended for pregnant women or people sensitive to caffeine. Not for used by children. Do not add to caffeined or alcoholic beverages. Do not use to excess. Does not need refrigeration.,,,,,,
"Cirkul Flavor Cartridge, Grape, Energy",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cf072cd5-e0de-4900-a3de-04f1525b0a04.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bb1e1b48-7999-407e-8166-481c261e0d7b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9c028045-1f51-4aae-a2f2-bb20bbd0ead0.png 4x",,"Filtered Water, Natural Flavors, Citric Acid, Lactic Acid, Sodium Citrate, Sucralose, Caffeine, Phosphoric Acid, Taurine, Niacinamide, Sodium Benzoate (to Preserve Freshness), Potassium Sorbate (to Preserve Freshness), Pyridoxine Hydrochloride, Cyanocobalamin (vitamin B12)",Use within 10 days of opening.,,,,,,,
"Publix Water Enhancer, Southern Sweet Tea",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3a2941b5-e44b-4111-876d-a7a56c439fcc.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_92f13e42-d9f1-4dad-ab0d-4c641db55fbb.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f4afcb0a-b03d-4256-a2c0-02487c3aff16.png 4x",,"Water, Propylene Glycol, Malic Acid, Natural Flavor, Contains Less than 2% of: Citric Acid, Sucralose, Acesulfame Potassium, Red 40, Yellow 5, Blue 1, Potassium Sorbate and Sodium Benzoate (Preservatives), Niacinamide, Vitamin B6, Vitamin B12.","Does not need refrigeration. For best quality, use within one month of opening.",,,,,,,
"SodaStream Drink Mix, Pink Grapefruit, Zero",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4388c9b0-6311-4046-a93c-e798979e3f07.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_701e6c75-7512-41ee-8e18-4173d5c8cfd3.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b7a56dc4-e066-4614-8d58-5051c93f829f.png 4x",Naturally flavored with other natural flavors. 0 calories. Good source of vitamin B3. E. B6. D. Makes up to 9 liters (when prepared according to recommendation). This bottle is filled with excitement. Create thirst quenching drinks just the way you like then. Make the perfect refreshment according to your taste isn't that exciting? www.sodastream.com. Customer Support toll free: 1-800-763-2258. Produced in Israel.,"Water, Grapefruit Juice Concentrate, Citric Acid, Natural Flavors, Trisodium Citrate, Sucralose, Fruit And Vegetable Juice Colors, Caramel (for Color), Ester Gum, Potassium Sorbate (as Preservative), Stevia, Tocopherol Acetate (vitamin E), Niacin, Pyridoxine Hydrochloride (vitamin B6), Vitamin D.","Shake before use.,Always fizz water before adding any flavor. 1. Fill SodaStream carbonating bottle with cold water to water line. 2. Carbonate cold water. 3. Pour drink mix to the inner middle line of the measuring cap. Do not fill above this line. 4. Tilt carbonating bottle and add drink mix. Close cap and shake gently. 5. Enjoy! How to make the perfect beverage. Always dilute before consuming.,Keep in a cool, dry place. Refrigerate after opening.,Best Before: See on cap.",,,,,,,
"Skittles Liquid Water Enhancer, Original",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_83101a27-1482-448f-9165-fa1496d7cf05.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_dd6e9873-6a38-4223-a0f5-f531c5e8de9d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_22f0c2a7-6e8d-4d64-a480-c5b966096057.png 4x","Skittles candy not included. Makes about 24 8 fl oz. servings.,• Low Calorie","Water, Lactic Acid, Natural And Artificial Flavors, Sucralose, Contains 2% Or Less Of: Acesulfame Potassium, Potassium Chloride, Antioxidant (d,l-alpha Tocopherol Acetate), Red 40, Cellulose Gum, Carrageenan, Blue 1.","Directions: Add 1 squeeze (2-3 mL) to 8-12 oz of water.,No refrigeration needed.,For best quality, use within one month of opening.",,,,,,,
"Splenda Drink Mix, Zero Sugar, Pink Lemonade, Delicious, Liquid Pods",,$6.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2c754a8b-23ce-48a9-86b0-41411cfb5c11.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8449ec20-a78d-4300-ab30-d3bd79672615.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2caf7ec0-91d8-41fc-ac0e-6dafd682025e.png 4x","NEW Splenda Peel & Pour™ zero calorie drink mix is the delicious new way to make your favorite drinks at home. One pod makes the perfect 2-quart pitcher, or 8 cups, every single time. Easy to use and quick to make, you’ll be enjoying a glass of our four tasty and refreshing flavors in no time! Find NEW Splenda Peel & Pour zero calorie drink mix in the beverage aisle.,• Multi-serve sugar free drink mix – Easy to make. No messy powder. Peel, pour, and enjoy over ice or chilled,• 0 Sugar, 0 Calories, 0 Caffeine, 0 Preservatives – Enjoy great tasting, flavored water without regretting the sugar and calories,• Made with natural flavors – Refreshingly sweet, tart pink lemonade flavor,• 30 Servings per Box – 6 liquid pods per box. Each pod makes a 2-quart (64 oz.) drink pitcher or five 12.8 oz. servings of sugar free beverage,• Made with Splenda – Splenda is the #1 recommended sweetener brand among doctors & dietitians clinically treating patients in the United States","Water, Citric Acid, Contains Less Than 2% Of Sodium Citrate, Splenda® Sucralose, Natural Flavor, Gum Arabic, Sucrose Acetate Isobutyrate, Red #40",Directions: 1. Peel back lid. 2. Pour in 2 qts (8 cups) of cold water. 3. Serve over ice or chill. Enjoy!,Do not purchase if package has been opened or damaged.,Gluten Free,,,,,
"SweetLeaf Water Enhancer, Delicious Stevia, Zero Sugar, Strawberry Kiwi",,$5.59, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bf2cbaeb-9085-4f8b-987f-027c5159453e.png 4x,"48 servings. Free from artificial sweeteners. SweetLeaf Water Drops are a convenient, sugar-free, and gluten-free water enhancer. Squirt into water for hydration and a delicious refreshment with a crisp burst of flavor.,• Made with the world's best tasting stevia.,• Kosher,• Sugar Free/No Sugar,• Calorie Free/No Calories,• Gluten Free,• No Artificial Sweeteners,• BPA Free","Vegetable Glycerin, Purified Water, Citric Acid, Malic Acid, Natural Flavor, Stevia Leaf Extract, Sodium Citrate","Suggested Use: Squirt to taste.,Does not need refrigeration. Store in a cool, dry place.,For best quality, use within 30 days from opening.",,Gluten Free,,,,,
"SweetLeaf Water Enhancer, Delicious Stevia, Zero Sugar, Raspberry Lemonade",,$5.59, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1e840655-f136-4e00-985c-453da9f56cb4.png 4x,"48 Servings. Free from Artificial Sweeteners. SweetLeaf Water Drops are a convenient, sugar-free, and gluten-free water enhancer. Squirt into water for hydration and a delicious refreshment with a crisp burst of flavor.,• Sugar Free/No Sugar,• Gluten Free,• Kosher,• Calorie Free/No Calories,• No Artificial Sweeteners","Vegetable Glycerin, Purified Water, Citric Acid, Malic Acid, Natural Flavor, Stevia Leaf Extract, Sodium Citrate","Suggested Use: Squirt to taste.,Store in a cool, dry place. Does not need refrigeration.,For best quality, use within 30 days from opening.",,Gluten Free,,,,,
"Nuun Vitamins, Tablets, Blueberry Pomegranate",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6bf01b07-913d-41b8-b57f-21f066674dc6.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d7e053df-d5b4-45a0-ad0a-f12697351741.png 4x","Dietary Supplement. Natural flavor. 2 grams sugar. Vegan. Gluten free. Non GMO Project verified. nongmoproject.org. For everyday wellness. Going for that healthy glow? Packed with complete electrolytes and multi-vitamins. Nuun is your daily best water. Plop. FIzz. Drink Boost. Hydration you can feel. Complete electrolytes. nuunlife.com. (These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, pr prevent any disease.)","Dextrose, Citric Acid, Natural Flavors, Beet Powder Color, Stevia Leaf Extract. Avocado Oil, Riboflavin (for Color).","Use only if cap seal is unbroken. Add to 16 oz/500 ml of water.,Store below 25c/80f. Keep cap clsoed when not in use.","Warning: Keep out of reach of children. Consult with your health care provider prior to use if you are pregnant, nursing, or have any health conditions or concerns.",,,,,,
"Nuun Energy, Watermelon Burst, Tablets",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_04e77ef9-fb96-4872-b048-5da5b976bc2a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_efd585f2-9712-4067-ad92-9f692edc6e05.png 4x","Effervescent Caffeine Supplement. Naturally flavored. Vegan. Gluten free. Complete electrolytes 15 calories. Non GMO Project verified. nongmoproject.org. 10 servings. For a recharge with caffeine + B vitamins + adaptogens, Nuun is your superpower water. Plop. Fizz. Drink. Rock On! Hydration you can feel. For an anytime recharge. nuunlife.com. info(at)nuunlife.com. (These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure or prevent any disease.)","Dextrose, Citric Acid, Organic Tapioca Syrup Solids, Natural Flavors, Malic Acid, Stevia Leaf Extract, Avocado Oil, Beet Powder Color.","Add to 16 oz/475 ml of water.,Store below 25 C / 77 F.","Warning: Contains 80 mg caffeine per serving. This product is not intended/recommended for children and those sensitive to caffeine. Consult with your health care provider prior to use if you are pregnant, nursing, if taking medication, or have any health conditions or concerns. Always consult your pediatrician before giving your child dietary supplements. Use only if cap seal is unbroken. Keep cap closed when not in use.",,,,,,
"Splenda Drink Mix, Zero Sugar, Fruit Punch, Liquid Pods",,$6.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_88a19502-48c0-46d9-9f72-b718f9c0c1f0.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_47faa8bb-5247-42fc-bda0-193570e88752.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f784e981-f2eb-4e22-8769-4460d1ee1007.png 4x","NEW Splenda Peel & Pour™ zero calorie drink mix is the delicious new way to make your favorite drinks at home. One pod makes the perfect 2-quart pitcher, or 8 cups, every single time. Easy to use and quick to make, you’ll be enjoying a glass of our four tasty and refreshing flavors in no time! Find NEW Splenda Peel & Pour zero calorie drink mix in the beverage aisle.,• Multi-serve sugar free drink mix – Easy to make. No messy powder. Peel, pour, and enjoy over ice or chilled,• 0 sugar, 0 calories, 0 caffeine, 0 preservatives– Enjoy great tasting, flavored water without regretting the sugar and calories,• Made with natural flavors – Refreshingly sweet, fruit punch flavor,• 30 Servings per box – 6 liquid pods per box. Each pod makes a 2-quart (64 oz.) drink pitcher or five 12.8 oz. servings of sugar free beverage,• Made with Splenda – Splenda is the #1 recommended sweetener brand among doctors & dietitians clinically treating patients in the United States","Water, Citric Acid, Malic Acid, Contains Less Than 2% Of Splenda® Sucralose, Acesulfame Potassium, Natural Flavors, Potassium Citrate, Gum Arabic, Sucrose Acetate Isobutyrate, Red #40",Directions: 1. Peel back lid. 2. Pour in 2 qt (8 cups) of cold water. 3. Serve over ice or chill.,Do not purchase if package has been opened or damaged.,Gluten Free,,,,,
"Nuun Sport, Fruit Punch",,$50.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ec0ed313-2bbe-488e-9f95-30065493accd.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_34cb1d3d-50cb-4ed0-ba65-a69e2dd4de01.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fedcdbcc-f65f-4528-b24c-be813515ad65.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3f688927-4cb2-469e-af8e-44367652d1e6.png 4x","Effervescent Electrolyte Supplement. Natural flavor. Non GMO Project verified. nongmoproject.org. 10 servings per tube. For exercise. Plop. Fizz. Drink. Go! Had some work done. Old look. New look. New design for the looks. New formula for taste. Talk about a PR. Hydration you can feel. It's Simple: When you're well hydrated, you just feel better. Nuun's effervescent drink tablets are bursting at the seams with serious hydration power. Drop a tablet in 16 oz./500 ml of water for a clean, tasty, slightly fizzy beverage. Our tiny bubbles go to work to ensure your body quickly soaks up all the goodness of Nuun's pure electrolyte blend. nuunlife.com. (These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.)","Other Ingredients: Citric acid, Dextrose, Natural Flavors, Beet Powder Color, Rice Extract Blend, Stevia Leaf Extract, Avocado Oil, Malic Acid.",Store below 25 degrees C/80 degrees F. Keep cap closed when not in use.,"Use only if cap seal is unbroken. Warning: Keep out of reach of children. Consult with your health care provider prior to use if you are pregnant, nursing, or have any health conditions or concerns.",,,,,,
4C Foods Half & Half Water Enhancer Iced Tea Lemonade,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_36f69b26-eb6a-4774-8985-11933d32bb70.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1364080d-b74c-4f76-9166-f6a0033f2c8a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e92c3ee4-2b6f-40c6-9acd-4946ac94c159.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5bc5aab5-aa63-4c27-8862-a0fe1e2525f2.png 4x",4C® Half & Half Water Enhancer Iced Tea Lemonade. Natural lemon flavor with other natural flavors. Contains 0% juice. This product is sugar free.,"Water, Citric Acid, Propylene Glycol, Natural Lemon Flavor With Other Natural Flavors, Instant Tea, Acesulfame Potassium, Sucralose, Caramel Color, Natural Lemon Juice Powder, Potassium Sorbate (preservative), Red 40",For best quality use within one month of opening. Does not need refrigeration. Shake well before each use.,,,,,,,
"Nuun Vitamins, Tablets, Strawberry Melon",,$6.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6eb49958-671e-4265-9846-46e224e190b5.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_befb5204-c894-4946-8f44-fafc0d3ae234.png 4x","Effervescent Electrolyte Supplement. Natural flavor. 1 grams sugar. 10 calories. Vegan. Gluten free. Non GMO Project verified. nongmoproject.org. For Everyday Wellness: Going for that healthy glow? Packed with complete electrolytes and multi-vitamins, Nuun is your daily best water. Plop. Frizz. Drink. Boost. Hydration you can feel. For everyday wellness. Complete electrolytes. nuunlife.com. (These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.)","Dextrose, Citric Acid, Natural Flavors, Beet Powder Color. Stevia Leaf Extract. Avocado Oil, Riboflavin (for Color).","Add to 16 oz of water.,Store below 25 degrees C/80 degrees F. Keep cap closed when not in use.","Use only if cap seal is unbroken. Warning: Keep out of reach of children. Consult with your health care provider prior to use if you are pregnant, nursing, or have any health conditions or concerns.",Gluten Free,,,,,
"SweetLeaf Water Enhancer, Delicious Stevia, Mixed Berry",,$4.99,,"Free from artificial sweeteners. 48 Servings. SweetLeaf Water Drops are a convenient, sugar-free, and gluten-free water enhancer. Squirt into water for hydration and a delicious refreshment with a crisp burst of flavor.,• Kosher,• Gluten Free,• No Artificial Sweeteners,• Sugar Free/No Sugar,• Calorie Free/No Calories,• BPA Free","Vegetable Glycerin, Purified Water, Citric Acid, Malic Acid, Natural Flavor, Stevia Leaf Extract, Sodium Citrate","Suggested Use: Squirt to taste.,Does not need refrigeration. Store in a cool, dry place.,For best quality, use within 30 days from opening.",,Gluten Free,,,,,
"Food Lion Water Enhancer, Berry Pomegranate, Replenish",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_df353e5d-f444-43ad-98dd-2b344a4e9bae.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3bcdabc6-0390-4ee3-af8a-d07371c3c2a6.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6c4c819f-2eb0-46c6-a491-62441128167a.png 4x","Natural flavor with other natural flavors. 0 Calories per about 3/4 tsp. With vitamins B3, B6 & B12. Makes 16 12 fl oz serving. Always dilute. Double your money back guarantee. how2recycle.info. foodlion.com. For products questions or concerns, contact us at 1-800-210-9569, foodlion.com. how2recycle.info.","Water, Citric Acid, Malic Acid, Potassium Citrate, Contains Less Than 2% Gum Arabic, Natural Flavors, Sucralose, Acesulfame Potassium, Sucrose Acetate Isobutyrate, Red 40, Blue 1, Niacinamide, Vitamin B6, Vitamin B12, Potassium Sorbate.","Add1 squeeze to 12 fluid ounces of water.,Does not need refrigeration.,Tear here.,For best quality, use within one month of opening.",,,,,,,
