Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free
Coca-Cola Cherry Soda Soft Drink,,$7.50," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b79a69f5-c415-4eb3-bed4-cc00d9770a52.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_713da979-35e6-46f8-9a41-2fd2373b0bb3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_17a4d0fd-36bf-458d-8960-8b8d0bf8f95f.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4274e5ef-ec59-457f-9ae4-3e5acce9266d.jpg 4x","Soda. Pop. Soft drink. Sparkling beverage.,Whatever you call it, nothing compares to the refreshing, crisp taste of Coca-Cola Cherry. A little flavor can make a lot of magic happen and Coca-Cola Cherry is here to make your taste buds happy. Enjoy with friends, on the go or with a meal. Whatever the occasion, Coca-Cola Cherry makes life’s special moments a little bit better.,A delicious combination of flavors, Coca-Cola Cherry blends a familiar taste of Coca-Cola Original Taste with something unexpected, creating more ways for you to enjoy Coca-Cola. Between that perfect taste and refreshing fizz, it’s sure to give you that “ahhh” moment whenever you want it.,Coca-Cola is available in many different options, including Coca-Cola Original Taste and a variety of all-time favorite flavors like Coca-Cola Vanilla and Coca-Cola Cherry Vanilla. Looking for something with zero sugar or caffeine free? Then look no further than Coca-Cola Zero Sugar and Coca-Cola Caffeine Free. Whatever you’re looking for, there’s a Coca-Cola to satisfy your taste buds.,Every sip, every “ahhh,” every smile—find that feeling with Coca-Cola Cherry. Best enjoyed ice-cold for maximum refreshment. Grab a Coca-Cola Cherry and find your “ahhh” moment.,Enjoy Coca-Cola Cherry.,• Delicious combination of Coca-Cola and cherry flavor,• Refreshing, crisp taste pairs perfectly with a meal or with friends,• 48 mg of caffeine in each 16.9 oz serving,• 16.9 fl oz in each bottle,• This sparkling beverage is best enjoyed ice-cold for maximum refreshment","Carbonated Water, High Fructose Corn Syrup, Caramel Color, Phosphoric Acid, Natural Flavors, Caffeine",{},,,
Coca-Cola Vanilla Soda Soft Drink,,$15.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e615e2da-80b2-4e9b-956d-4290958dd1c6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2fa9253b-879f-4757-9e39-f924ba31dfcd.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9f29e61f-9211-45c3-b7bd-608fae30e954.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_84993d5e-a935-41b5-830f-2e701345e108.jpg 4x","Soda. Pop. Soft drink. Sparkling beverage.,Whatever you call it, nothing compares to the refreshing, crisp taste of Coca-Cola Vanilla. A little flavor can make a lot of magic happen and Coca-Cola Vanilla is here to make your taste buds happy. Enjoy with friends, on the go or with a meal. Whatever the occasion, Coca-Cola Vanilla makes life’s special moments a little bit better.,A delicious combination of flavors, Coca-Cola Vanilla blends a familiar taste of Coca-Cola Original Taste with something unexpected, creating more ways for you to enjoy Coca-Cola. Between that perfect taste and refreshing fizz, it’s sure to give you that “ahhh” moment whenever you want it.,Coca-Cola is available in many different options, including Coca-Cola Original Taste, including a variety of all-time favorite flavors like Coca-Cola Cherry and Coca-Cola Orange Vanilla.. Looking for something with zero sugar or caffeine free? Then look no further than Coca-Cola Zero Sugar and Coca-Cola Caffeine Free. Whatever you’re looking for, there’s a Coca-Cola to satisfy your taste buds.,Every sip, every “ahhh,” every smile— find that feeling with Coca-Cola Vanilla. Best enjoyed ice-cold for maximum refreshment. Grab a Coca-Cola Vanilla and find your “ahhh” moment.,Enjoy Coca-Cola Vanilla.,• Delicious combination of Coca-Cola and vanilla flavor,• Refreshing, crisp taste pairs perfectly with a meal or with friends,• 34 mg of caffeine in each 12 oz serving,• 12 FL OZ in each can,• This sparkling beverage is best enjoyed ice-cold for maximum refreshment","Carbonated Water, High Fructose Corn Syrup, Caramel Color, Phosphoric Acid, Natural Flavors, Caffeine",{},,,
"Dr Pepper Blackberry Soda, 20 fl oz bottle",,$4.09, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5a70934d-f7a3-4f79-8ea4-fb2353005779.jpeg 4x,"Dr Pepper is known for its unique flavor. To take it up a notch, we added sweet blackberries to the original recipe of 23 signature flavors, and Dr Pepper Blackberry was born! This delicious beverage, also available with Zero Sugar, is a sweet addition to our lineup of distinctive flavors including Dr Pepper Cherry, Dr Pepper & Cream Soda, and Dr Pepper Strawberries & Cream. It’s not your ordinary soda and it’s definitely not a cola. Established in 1885 in Waco, TX, Dr Pepper is the oldest major soft drink in the United States. It’s a refreshing favorite that’s always smooth and delicious at dinner, lunch, or breakfast (we won’t judge you). Although you can enjoy the unique flavor all on its own, you can also pair it with food. Dr Pepper Blackberry is the perfect companion for everything from a full meal like pizza, burgers, or rotisserie chicken to a quick snack like pastries, chocolates, or your favorite candy. You can’t go wrong with a Dr Pepper Blackberry when you want to satisfy your sweet cravings. Give your tastebuds something to cheer for with the smooth, satisfying flavor of an ice-cold Dr Pepper Blackberry Regular or Zero Sugar and they’ll thank you for it every time!","Carbonated Water, High Fructose Corn Syrup, Less Than 2% Of: Caramel Color, Natural And Artificial Flavors, Sodium Benzoate (preservative), Phosphoric Acid, Caffeine, Sodium Phosphate",{},,,
Fanta Pineapple Soda Fruit Flavored Soft Drink,,$11.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5a94b4a8-0349-4dfb-9825-a6f17e7c8702.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8136ef32-d6fc-4b48-960f-dcb9bcf27a90.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c42668f7-e6b3-4ee7-8e39-89180b06be60.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_94f7df18-975d-45b7-b47a-51e46fd1d72a.jpg 4x","Choosing the right fruit soda can be a whole thing. But when you’ve got a delicious bottle of Fanta Pineapple ready to go, the decision is easy. Why?,Because it’s a delish trip to pineapple town, the number one place for citrusy, tasty pineapple flavor. Like a caffeine-free snack-time treat, perfect to pair with whatever you’re munchin’ on. But especially pizza. Pineapple on pizza? Maybe. Fanta Pineapple with a slice of ‘za? Always yes.,Fanta has been making delicious flavors like this for literally, a long time. Not Jurassic long, or like a tortoise's lifespan long, but most likely before you were born long (unless you are a grandparent, in which case rock on gramps!). So anyway, you should trust Fanta when it comes to fruit soda. We have a lot of flavors you should try, and they are all super good.,Grab yourself a 12oz 12 pack of Fanta Pineapple soda—come on, the decision is easy.,• It’s a refreshingly fruity pineapple soda that tastes great with your fave snack,• 100% naturally flavored soft drink,• Delicious fruit flavored drink,• Pop this pack in the fridge, it's the perfect flavor adventure with friends (or perfect for when you’re alone with a snack —either way),• Fanta Pineapple 12 fl oz 12 pack - the perfect for anything, thing","Carbonated Water, High Fructose Corn Syrup, Citric Acid, Natural Flavors, Modified Food Starch, Potassium Sorbate And Sodium Benzoate (to Protect Taste), Sodium Citrate, Medium Chain Triglycerides, Salt, Sucrose Acetate Isobutyrate, Yellow 5, Yellow 6",{},,,
"Canada Dry Zero Sugar Ginger Ale Soda, 20 fl oz bottle",,$3.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9c2ff571-6c4a-494d-a5df-dd72580982d2.jpeg 4x,"Sip into your comfort zone with the crisp goodness of Canada Dry Zero Sugar Ginger Ale. There comes a time when we all need a break from the treadmill of life, and there’s only one thing to do during those moments when we need an escape from stresses and obligations... Grab an ice-cold can of Canada Dry Ginger Ale, and sip into your comfort zone. Whether that means you’re sitting on your front porch swing, listening to your favorite podcast or just taking a quiet moment for yourself, Canada Dry Ginger Ale Zero Sugar is the perfect ginger ale to make it even better. And it's caffeine free! Once transported to the comfort zone, you can enjoy the refreshing ginger taste made with only high quality ingredients, soothing you with each comforting sip. For over 100 years, Canada Dry has been creating quality carbonated beverages and mixers that can be enjoyed at any time of day. Never skimping on quality, Canada Dry Ginger Ale Zero Sugar offers a refreshing ginger taste that's caffeine free and contains zero calories. Enhance your favorite cocktails with a sparkling splash of Canada Dry Zero Sugar or enjoy by itself for crisp, clean refreshment. So grab an ice-cold can of Canada Dry Zero Sugar, sink into your favorite chair, and sip into the comfort zone.","Carbonated Water, Less Than 2% Of: Ginger Extract, Natural Flavors, Citric Acid, Malic Acid, Sodium Citrate, Sodium Benzoate (preservative), Calcium Disodium Edta (to Protect Flavor), Aspartame, Acesulfame Potassium, Caramel Color",{},Phenylketonurics: contains phenylalanine,,
Dr Pepper Dr Pepper Zero Strawberries and Cream Soda,,$11.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_186b5648-63a7-4848-8d5d-92a83280b6b2.jpeg 4x,"Treat yourself to the flavor you deserve with the unique great taste of Dr Pepper Strawberries & Cream. We started with our unique blend of 23 flavors that we’ve been making since 1885. Then, we combined that distinctive Dr Pepper flavor with the delicious sweet flavor of strawberries and the smooth taste of cream that will have your taste buds thanking us. Other sodas can try, but only Dr Pepper Strawberries & Cream can satisfy your craving for a smooth, delicious and unique flavor combination. It’s sure to become a refreshing favorite for dinner, lunch or even breakfast (we won’t judge you). Although you can enjoy the unique flavor all on its own, you can also pair it with food. Dr Pepper Strawberries & Cream is the perfect companion for everything from a full meal like pizza, burgers or rotisserie chicken to a quick snack like pastries, chocolates or your favorite candy. You can’t go wrong with the taste of Dr Pepper Strawberries & Cream when you want to satisfy your sweet cravings. Give your tastebuds something to cheer for with the smooth, satisfying flavor of an ice-cold Dr Pepper Strawberries & Cream and they’ll thank you for it every time!","Carbonated Water And Less Than 2% Of: Caramel Color, Less Than 2% Of: Caramel Color, Natural And Artificial Flavors, Aspartame, Acesulfame Potassium, Sodium Benzoate (preservative), Phosphoric Acid, Caffeine, Sodium Phosphate",{},Phenylketonurics: Contains phenylalanine.,,
Pepsi Classic Diet,,$13.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2e6a7ec4-bde3-466e-be66-f1b5c62dd2d7.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_463e30bf-f225-4589-8f3d-c99a515e28ff.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0194333c-776d-43e8-88aa-69ec23f1c1a6.png 4x","With its light, crisp taste, Diet Pepsi® gives you all the refreshment you need - with zero sugar, zero calories and zero carbohydrates. Light. Crisp. Refreshing.","Carbonated Water, Caramel Color, Aspartame, Phosphoric Acid, Potassium Benzoate (preserves Freshness), Caffeine, Citric Acid, Natural Flavor, Acesulfame Potassium.",{},Phenylketonurics: contains phenylalanine,,
Fanta Orange Soda Fruit Flavored Soft Drink,,$8.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ab4a899d-a3dc-4d46-8e71-50bf17bd3cbb.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_94a568b5-401f-45b1-bf1d-5ca817f82e30.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_47474ced-001d-41e1-8821-df144401be5b.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_870a404b-5739-43a9-8626-7a53894f7b9a.jpg 4x","Choosing the right fruit soda can be a whole thing. But when you’ve got a delicious bottle of Fanta Orange ready to go, the decision is easy. Why?,Well, it tastes like it’s ripe from the tree. The orangiest of orange you can imagine. Simply iconic citrus-y flavor, like a caffeine-free sunset on the beach, where you’re living in the moment, shooting for the stars and discovering new ones while you’re at it. It tastes so bright it’s in the gifted program. A flavor that’s effervescent and luminescent and all the other -escents.,Fanta has been making delicious flavors like this for literally a long time. Not Jurassic long, or like a tortoise's lifespan long, but most likely before you were born long (unless you are a grandparent, in which case: rock on gramps!). So anyway, you should trust Fanta when it comes to fruit soda. We have a lot of flavors you should try, and they are all super good.,Grab yourself a 7.5oz mini can 10 pack of Fanta Orange—come on, the decision is easy.,• It’s a refreshingly fruity orange soda that tastes great with your fav snack,• 100% naturally flavored soft drink,• Delicious fruit flavored drink,• Pop this pack in the fridge, it's the perfect flavor adventure with friends (or perfect for when you’re alone with a snack —either way),• Fanta Orange 7.5 fl oz mini can 10 pack - the perfect for anything, thing","Carbonated Water, High Fructose Corn Syrup, Citric Acid, Sodium Benzoate (to Protect Taste), Natural Flavors, Modified Food Starch, Sodium Polyphosphates, Glycerol Ester Of Rosin, Yellow 6, Red 40",{},,,
Crush Grape Soda,,$15.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_790b9a3b-9dcc-4097-80be-543bb295b83c.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b11bf82c-90c6-422a-9dbe-750f1f6d56e9.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d6672fc8-ab4a-4d13-be98-5a07b0ff7b49.png 4x","When it comes to creating playful memories with family and friends, no soft drink satisfies quite like a Crush soda. With bold and exciting fruit flavors, nothing else comes even close to the great taste of Crush. Starting with the leader of the Crush family, Crush Orange has been a classic beverage loved by every generation since its invention in Chicago in 1916. As the original orange soda, Crush has a long history of delighting flavor-loving soda drinkers with an exciting rush of fruit, flavor, and fun in every sip. Now available in a wide range of crowd-pleasing fruity flavors, Crush will shock your senses with a sweet burst of flavor no matter which one you choose. In addition to the original Crush Orange, Crush also now comes in delicious Grape, Strawberry, Pineapple, Watermelon, Peach, and Diet Orange flavor varieties. With such a wide range of flavorful options to choose from, Crush has enough flavors for everyone in the whole family to enjoy! No matter which one you pick, one thing is certain; Crush soda will fill your senses with a sweet, carbonated rush of flavor. Pick up some today and see why we can boldly say that Crush is where fun meets flavor.","Carbonated Water, High Fructose Corn Syrup, Tartaric Acid, Citric Acid, Sodium Benzoate (preservative), Natural And Artificial Flavors, Acacia Gum, Red 40, Blue 1",{},,,
Sunkist Orange Soda,,$6.59, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7e487ee6-c74e-4113-b8f6-96cbcf267efd.jpeg 4x,"Soak up the sunny orange soda taste of Sunkist! Beaming with bold, orange flavor, Sunkist always satisfies your thirst. A favorite since its creation in 1979, it’s the only caffeinated orange soft drink on the market for that little bit of extra kick you won’t find anywhere else. There's only one soda to reach for when you're craving a blast of refreshment with a bright, refreshing taste of orange. Loved by kids and adults alike, Sunkist brightens the day with a burst of citrus flavor whether it’s enjoyed with a meal or as a refreshing stand-alone treat. You can enjoy it all year long but when summer comes, delight in a Sunkist Orange Float. Simply drop in two scoops of vanilla ice cream into a mug followed by Sunkist Orange for the perfect summertime treat. Reach for the cool refreshing orange flavor of a Sunkist to brighten your day. Once that taste reaches your lips, you’ll understand why we call it Sunkist! SUNKIST  is a registered trademark of Sunkist Growers, Inc., USA used under license by Dr Pepper/Seven Up, Inc. © 2021 Sunkist Growers, Inc. and Dr Pepper/Seven Up, Inc.","Carbonated Water, High Fructose Corn Syrup, Citric Acid, Sodium Benzoate (preservative), Modified Food Starch, Natural Flavors, Caffeine, Ester Gum, Yellow 6, Red 40.",{},,,
Mug Root Beer Soda - Pack,,$15.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_efcc60b2-c223-4907-8e7c-65feef8200c4.jpeg 4x,"Soda. Pop. Soft Drink.,Everything about Mug Root Beer appeals to the senses: the rich foam, the unique aroma and the feeling of ice-cold refreshment. It's the perfect drink for the whole family.,• The taste you crave,• No caffeine,• Includes 12 cans","Carbonated Water, High Fructose Corn Syrup. Caramel Color, Sodium Benzoate (preserves Freshness), Citric Acid, Natural And Artificial Flavor, Calcium Disodium Edta (to Protect Flavor), Quillaia Extract.",Best taste drink by date.,,,
"A&W Cream Soda, Case",,$15.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f381ce17-4be6-4b9c-9777-f03f8e64572f.jpeg 4x,"From the brand that brought you the sweet taste of America’s favorite root beer founded in Lodi, California way back in 1919, comes A&W Cream Soda. Caffeine-free and made with the deliciously creamy and smooth taste of vanilla, it’s the perfect way to enjoy family nights. Whether you’re watching a movie, enjoying a board game, or simply taking in the great outdoors gathered around a campfire, A&W Cream Soda makes the night that much sweeter. Although you can easily enjoy it all by itself in a frosty mug, nothing quite beats the taste of an A&W Cream Soda paired with all your favorite foods. So, whether you’re enjoying a full, delicious meal or digging into a sweet dessert, pop open an A&W Cream Soda and make it a 100% truly decadent experience. When you’re in the mood for an ultra-sweet indulgent treat, you can’t go wrong with an A&W Cream Soda!","Carbonated Water, High Fructose Corn Syrup, Sodium Benzoate (preservative), Caramel Color, Citric Acid, Yucca Extract, Natural And Artificial Flavors",{},,,
"Starry Zero Sugar Lemon Lime Soda, Caffeine Free",,$10.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_21ecaed9-68bf-4d44-9471-b2af9f2f591e.png 4x,"• Caffeine-Free,• Crisp, clear burst of lemon lime flavor,• A hit of refreshment to brighten your day","Carbonated Water, Citric Acid, Natural Flavor, Potassium Citrate, Potassium Benzoate (preserves Freshness), Aspartame, Acesulfame Potassium, Sucralose, Ascorbic Acid (to Protect Flavor), Calcium Disodium Edta (to Protect Flavor).",Best taste drink by date.,Phenylketonurics: contains phenylalanine.,,
Coca-Cola Cola Soda Pop Glass Bottles,,$10.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d1270145-c222-41df-9ef3-2e6c750e11d7.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f958b10e-dcec-4c1b-a037-341cfea102f1.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1a7d0ff6-c182-48c0-8bf0-150a1b3b1203.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_29b629fb-ac75-4133-b140-6538823f8c36.jpg 4x","There's nothing quite like the crisp, refreshing taste of an ice-cold Coca-Cola. Carefully crafted in 1886, Coca-Cola's great taste has stood the test of time. This soda is the perfect companion for both special moments and everyday enjoyment.,Each sip of Coca-Cola's signature taste brings a smile. This refreshing soft drink is meant to be enjoyed anytime, anywhere, making life's moments more magical. Coca-Cola's secret formula has been carefully crafted to create a taste experience like no other. The familiar fizz and caffeine give you an instant ""ahh"" moment with every sip.,Pop open a Coca-Cola and drink in the moments that make life special. Whether spending time with loved ones or taking a quick break to recharge, Coca-Cola makes the ordinary extraordinary. Refreshing the world for over 130 years, Coca-Cola continues to bring people together and spread optimism wherever it goes. Find your magic and make life delicious with an ice-cold Coca-Cola.,• Coca-Cola Original Taste — the crisp, refreshing taste you know and love,• Coke, making life magic since 1886,• Enjoy delicious and refreshing Coca-Cola sodas to refresh your day.,• 23 mg caffeine in each 8 fl oz serving,• 6 pack, 8 fl oz glass bottles of Coca-Cola","Carbonated Water, High Fructose Corn Syrup, Caramel Color, Phosphoric Acid, Natural Flavors, Caffeine","Store product in a cool, dry place off of the floor. Protect from freezing.",,,
Sprite ® Chill Cherry Lime Natural Flavor Soda Soft Drink Cans,,$11.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_48332827-e434-4adc-a94b-80859c2ed742.jpeg 4x,"Introducing the new limited-edition Sprite Chill, the coldest-est lemon-lime flavored soda yet featuring an innovative cooling sensation and a cherry lime flavor infusion. It’s the satisfying, cut-through refreshment you love from Sprite with an unexpectedly cold taste that intensifies after every sip.,Just when you thought Sprite couldn’t get any colder, this groundbreaking new flavor is here to push the boundaries of refreshment in ways you've never tasted before. Thanks to a special cooling innovation, this Sprite has a cold that runs deep—in every sip, a sensorial experience that defies all expectations and helps keep you refreshed. It’s an invigorating burst of crispness paired with a unique blend of citrusy and cherry flavors that'll leave you shook—and coming back for more.,This new offering is the coldest-est Sprite in the game, representing Sprite’s pursuit of flavor and innovation. And just like classic Sprite, it’s caffeine-free. So, what are you waiting for? Uncap the coldness and experience the icy embrace of limited-edition Sprite Chill, while supply lasts. Available in full sugar and zero sugar options. Obey Your Thirst.,• Lemon-lime flavored soda with a cooling sensation and cherry lime flavor,• Limited Edition,• Caffeine-free,• 12oz 12 pack,• Available in Zero Sugar option,• Obey Your Thirst","Carbonated Water, High Fructose Corn Syrup, Citric Acid, Natural Flavors, Less Than 2% Of: Sodium Citrate, Sodium Benzoate (to Protect Taste), Modified Cornstarch",{},,,
Dr Pepper Soda,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d1692ba1-cb83-43d8-8274-ab4971142ad0.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_97678856-fc8a-4401-98d2-52a06e0d4aca.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_188b0689-3c1e-43f0-a521-e0f0dbce1ca7.jpg 4x","Satisfy your craving for flavor with the unique taste of Dr Pepper! It’s not your ordinary soda and it’s definitely not a cola. It’s the sweet treat that can’t be beat. So, whether you enjoy the original or any of the varieties like Dr Pepper Cherry and our latest innovation, Dr Pepper & Cream Soda, you’ll get the satisfying flavor that only Dr Pepper can deliver straight to your taste buds. Established in 1885 in Waco, TX, Dr Pepper is the oldest major soft drink in the United States. It’s a refreshing favorite that’s always smooth and delicious at dinner, lunch or breakfast (we won’t judge you!). Although you can enjoy the unique flavor all on its own, you can also pair it with food. Dr Pepper is the perfect companion for everything from a full meal like pizza, burgers or rotisserie chicken to a quick snack like pastries, chocolates or your favorite candy. You can’t go wrong with a Dr Pepper when you want to satisfy your sweet cravings. Give your tastebuds something to cheer for with the smooth, satisfying flavor of an ice-cold Dr Pepper, Dr Pepper Cherry or Dr Pepper & Cream Soda and they’ll thank you for it every time!","Carbonated Water, High Fructose Corn Syrup, Caramel Color, Phosphoric Acid, Natural And Artificial Flavors, Sodium Benzoate (preservative), Caffeine.",{},,,
"Coca-Cola Cola, Orange Vanilla Flavored",$3.69,$4.09, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c69f2f0c-0810-4f2a-803c-b69fdea88ae1.jpeg 4x,,"Carbonated Water, High Fructose Corn Syrup, Less Than 2% Of: Caramel Color, Natural Flavors, Phosphoric Acid, Caffeine",{},,,
"Mountain Dew Soda, Baja Blast, 6 Pack",,$7.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_313fa12b-a837-4edd-8dd9-c29bdef357cf.jpeg 4x,"Soda. Pop. Soft Drink. For years, Mountain Dew Baja Blast, with its refreshingly bold Tropical Lime taste, has been a favorite at Taco Bell. For the first time this summer, you will be able to get your hands on this product in stores across the country.,• Bold tropical lime taste,• The exhilarating taste of DEW, with a twist,• Includes six 16.9 oz bottles","Carbonated Water, High Fructose Corn Syrup, Natural And Artificial Flavor, Citric Acid, Sodium Benzoate (preserves Freshness), Caffeine, Gum Arabic, Sodium Citrate, Calcium Disodium Edta (to Protect Flavor), Sucrose Acetate Isobutyrate, Yellow 5, Blue 1.",,,,
"Mountain Dew Soda, Zero Sugar",,$13.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e06668ec-077b-4fcb-b5b8-f14c849d99c3.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c0759166-146f-4719-bc53-55eeaa266108.png 4x","Mtn Dew exhilarates and quenches with its one of a kind, bold taste. Crack open a cold Mtn Dew and refresh your taste buds.,• Zero sugar intense refreshment,• Do the dew,• Includes twelve 12 oz cans","Carbonated Water, Citric Acid, Natural Flavor, Potassium Benzoate (preserves Freshness), Citrus Pectin, Aspartame, Potassium Citrate, Caffeine, Gum Arabic, Acesulfame Potassium, Sucralose, Sodium Citrate, Calcium Disodium Edta (to Protect Flavor), Yellow 5.",Best Taste: Drink by date.,Phenylketonurics: contains phenylalanine.,,
Sprite Mexico Lemon Lime Soda Soft Drink,$3.39,$3.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9cb4aebc-77b6-47e9-98d6-887d88850971.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9c15f6aa-23fc-4929-9ab2-582e530f0f32.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d2364818-c889-43ea-aab2-5a0c72e3826c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ed36cd2f-c8c5-4095-9123-12aa66f340e2.jpg 4x","Designers, artists, musicians, athletes. Tastemakers, changemakers and trend-setters. They’ve all got something in common—a thirst. For cutting through the noise with a perspective all their own. And Sprite helps them quench that thirst.,It’s a one-of-a-kind, citrus soda that’s got a lemon-lime flavor made with cut through refreshment, making sure you’re ready to leave your mark.,How? By keeping it real. Just like you do, an iconic flavor, and whatever you can think of next. It’s all you need to pursue your passions—a moment to take a sip, refresh your senses, and get back to pushing the boundaries wherever you go.,Sprite has been the clear choice for lemon-lime soda lovers since 1961. It’s made with 100% natural flavors and comes in a variety of sizes and flavors, leaving something for everyone.,So, pick up a 355ml glass bottle of caffeine-free Sprite soda today and make your mark.,• Quench your thirst with refreshing Sprite soda,• Clear, crisp lemon-lime soda will keep you invigorated and inspired,• A delicious citrus taste that knows how to keep things cool,• Caffeine-free, full of 100% natural flavors,• 355ml glass bottle to help you cut through the noise","Carbonated Water, Cane Sugar, Citric Acid, Natural Flavors, Sodium Citrate, Sodium Benzoate (to Protect Taste)",{},,,
Barq's Root Beer,,$5.19," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d0fca010-741b-4fb4-89a6-0b3e12662083.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_141948d0-d948-479b-98ea-56980dd28bc3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fee12862-86c6-4039-8aaa-a25c3f0647db.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c3641a54-2f37-4ee5-bb64-7235849b91be.jpg 4x","Barq’s has bite! Do you know why? Well, its unique Barq’s spice is what makes this root beer soda truly original and truly tasty, complete with a caffeine kick. Not to mention the full-bodied flavor that is so distinct and different it can only be Barq’s.,Because for those who love Barq’s, nothing else compares. Whether it’s paired with food or enjoyed in a root beer float, it’s the taste you crave.,Root beer is a bold choice for bold people who know what they want. Its sweet flavor and spicy bite are a perfect pair in each frothy sip.,Barq’s has always had bite. 120 years of it to be exact. Inspired by its southern roots, Barq’s aims to bottle the essence of colorful, bold and creative people for enjoyment in every sip.,So, grab a 2 liter bottle and put it to the taste test.,• 120 years of sweet with a spicy bite in every bottle,• A delicious, caffeinated, full flavored soda with a kick,• Barq’s Root Beer is a bold and spicy choice for people who know what they want,• Barq’s, the original taste. After more than a century, it’s (still) good,• 2 liter bottle - a unique soft drink perfect for any occasion","Carbonated Water, High Fructose Corn Syrup, Caramel Color, Sodium Benzoate (to Protect Taste), Citric Acid, Caffeine, Artificial And Natural Flavors, Acacia",{},,,
