Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free
Starbucks Pike Place Medium Roast K-Cup Coffee,$31.09,$34.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6dc01274-1d24-4252-8720-ae4bf90e99c8.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f6def7f1-7267-4bbf-bb73-8bee438fdc65.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f0327e07-c2bd-4440-9481-4bc579716112.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e025eeb1-406d-4dc4-b2a6-bed51e01276a.jpg 4x","Named for our first store in Seattle’s Pike Place Market, this coffee is served fresh every day in Starbucks cafés around the world. A smooth, well-rounded blend of Latin American beans with subtly rich flavors of cocoa and praline, it’s the perfect brewed coffee—a consistently delicious cup you can really look forward to. Enjoy the spirit of Pike Place in every sip.,The Starbucks Difference: What is the Starbucks difference? It's our commitment to create a long-term supply of high-quality, gourmet coffee and positively impact the lives and livelihoods of coffee farmers and their communities.,Starbucks, in pursuit of premium quality coffee, harmoniously sources beans from more than 30 coffee-producing countries located within the ""Coffee Belt."" As a result, we have instituted our own set of comprehensive guidelines to help ensure the coffee we buy is ethically grown and responsibly traded.,Pike Place is a registered trademark of The Pike Place Market PDA, used under license. Nestlé uses Starbucks trademarks under license. Keurig and K-Cup are trademarks of Keurig Green Mountain, Inc., used with permission.,• 32-count K-Cup pods box of Pike Place Roast medium roasted coffee,• A smooth, well-rounded blend with subtly rich notes of chocolate and toasted nut,• Crafted with the same 100% arabica beans we brew in our cafés,• Make it your own by adding milk, cream, syrup, etc.,• New look. Same great taste. You may receive either package",Ground Arabica Coffee.,"It's easy to brew the perfect cup: Use 8-oz setting on your brewer. Press the brew button. Add milk or sugar, or enjoy as is.,Store unused pods at room temperature.",CAUTION: POD IS HOT. ALLOW TO COOL AFTER USE.,,
Lavazza Dolcevita Classico Medium Roast Ground Coffee,$10.39,$14.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bc8a8c7b-4224-459c-8fb4-769f9b080479.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_79aa9df1-638d-480d-89ad-834a10a06683.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f79a944d-cd95-4c4b-ba2f-bad7119e4de8.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6eabb806-9205-45e5-94b8-37805ace4e62.jpg 4x","This superior blend captures the spirit of la Dolcevita, embodying the essence of its iconic, fashion-forward, and mysterious allure. Our excellent Arabica-Robusta blend mirrors this Italian lifestyle, providing a rich, full-bodied experience. As you sip this exquisite coffee with notes of roasted nuts, let the intensity of its aroma transport you to a place where you can savor a classic Dolcevita day.",Ground Coffee.,"Preparation: Ideal for drip coffee brewers. Measure 1.5-2 tablespoons (10-13 g) per 6-8 ounces (177-236 ml) of fresh water.,Suitable for French press, cold brew, and pour over.,Suggested Storage: After opening, store in a cool and dry place.,Best Before: See date on reverse side.",,,
Starbucks Espresso And Cream Coffee Drink,,$7.77, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d532a13d-d6c0-4751-9044-6a7e33fd9bdd.jpg 4x,"Starbucks Espresso drink is made with the rich, full-bodied espresso you love, and it's always ready to grab and go when you need the inspiration that great coffee provides.,• Kosher,• 140 cals per can,• Espresso with cream flavor","Brewed Espresso Coffee (water, Coffee), Reduced-fat Milk, Sugar, Cream, Skim Milk",Best served chilled or over ice.,Partially produced with Genetic Engineering.,,
Café Bustelo Coffee,$8.09,$8.69, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7bd939b5-c212-447f-a5f7-a0f08449aa73.jpeg 4x,"¡Estás invitado! Explore and enjoy the bold taste of pure, dark-roast coffee flavor from one of the most popular brands of ground coffee throughout Latin America. This espresso-style dark roast coffee is made from 100% pure coffee beans specially blended, roasted to perfection, ground, and packaged in vacuum-sealed cans to ensure the robust flavor and captivating aroma are preserved at the peak of freshness. The distinct blend of purposely selected beans gives this espresso dark roast ground coffee a vibrant character all its own, made by the beloved Café Bustelo brand. Es un sabor como ningún otro. And its delicious, full-bodied flavor stands out, with or without cream or sugar. Made to brew and experience in your own way, in just one sip you’ll know why this rich dark coffee flavor is essential for traditional Latin American coffee drinks like a Cafecito or a Café con Leche.",Coffee.,"Café Bustelo coffee can be prepared using your preferred method: drip brewed, cappuccino, espresso or cold with ice.",,,
Maxwell House The Original Roast Instant Coffee,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_abed7c29-cc8f-4bf7-b145-20ddc047d6a8.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_31a9403b-44a1-4950-8fe9-a3d9284d16ae.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c4d4460b-3e4b-4784-b609-5533de00eeab.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b5f191be-a266-4f04-8a5f-3e162fcc4f85.jpg 4x","Take a break with the coffee that practically invented breaks. The day's been a whirlwind and it's far from over. But here's the thing — you're not stressing it. Because you've got it all figured out. You're gonna prepare the medium roast made for kicking back and enjoying the aroma. Maxwell House Original Roast Instant Coffee. Just sit back and savor every sip from your steaming cup full of strong, full-bodied Maxwell House flavor. Reset with that consistently delicious taste that hits the spot from the very first sip to the very last drop. And when that cup's empty and you're finally fueled up, you can squint your eyes, gather your gear and roll up your sleeves. Now, you're ready to tackle anything, and there’s plenty of Maxwell House Original Roast Instant Coffee ready for you in your 8-ounce jar. Let's show 'em what you're made of. Maxwell House. To Your Max.,• One 8 oz jar of Maxwell House Original Roast Instant Coffee,• Enjoy our smooth, delicious coffee, take in the rich aroma and savor the strong, full-bodied flavor — no brewer required,• Classic and rich from the first sip to the last,• A consistently great taste that you can easily prepare to take your day ""to your max"",• Give your brain a break, unplug a little and gear up for what's next with a cup of Maxwell House coffee,• Simply stir instant coffee into boiling water or hot milk,• Roasted in the USA since 1892,• Maxwell House inspires the kind of coffee break that helps you pause, reset and take on whatever comes next as a renewed you,• Certified Kosher ground coffee",100% Pure Coffee,"Use 1 Teaspoon Per 6 Fl Oz (3/4 Cup), Add Boiling Water Or Milk And Stir. Adjust To Suit Your Taste. Refrigerate To Help Preserve Flavor.",Do not use this product if the inner seal is missing or damaged.,,
Starbucks Caramel Flavored K-Cup Coffee,$10.39,$18.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8c351892-2f45-42b5-b1b2-af0aa86a8759.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9eb4a14d-bf82-4787-ba87-ad06e7303e57.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_592f4854-c7af-4b6b-80fa-5e8202b8e355.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7a1781c3-11bf-4002-b592-57e23d72b771.jpg 4x","Luxurious caramel notes create a smooth, balanced cup with a buttery richness. Made with natural flavors, it's just the right coffee for moments of everyday indulgence. Nestlé uses Starbucks trademarks under license,• 10-count K-Cup pods box of Caramel Flavored Coffee,• Bask in the delectable caramel sweetness of this flavored coffee,• Crafted with the same 100% arabica beans we brew in our cafés,• Make it your own by adding milk, cream, syrup, etc.,• New look. Same great taste. You may receive either package","Ground Arabica Coffee, Natural Flavors","It's Easy to Brew the Perfect Cup: Use 8 oz setting on your brewer. Press the brew button. Add milk or sugar to bring out even more flavor. Caution: Pod is hot. Allow to cool after use.,Store unused pods at room temperature.",CAUTION: POD IS HOT. ALLOW TO COOL AFTER USE.,,
Starbucks Signature Black Cold Brew Coffee Concentrate,$10.39,$19.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_710f61c7-0701-41d5-a6f6-d970cee96e64.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8812895e-dd84-4575-82aa-8e398a53d044.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2f8c791e-371c-4fba-8950-062d1c4bba8d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d2d50276-9e88-4a2b-84ae-7259fa5805dd.jpg 4x","Your favorite cold brew is now easy to make at home and ready to drink in no time with Starbucks Cold Brew Multi-Serve Concentrates. We've cold-steeped our custom blend of medium-roast coffee, luring out subtle chocolaty notes into this rich concentrate. Starbucks Cold Brew Coffee Concentrate Signature Black is perfect for those of us who don't have the time to wait but love a cold iced coffee beverage in an instant. Just mix this rich concentrate with water and ice for a taste that’s smooth, delicious and perfectly yours. This multi-serve concentrate bottle makes 64 fluid ounces of cold brew coffee when prepared as directed and features fully recyclable packaging. Inspired by the cold brews served at Starbucks cafés, our cold brew at-home coffee has the Starbucks taste you know, love and expect. Now when you make cold brew coffee at home, you can make it perfectly yours with Starbucks.,Nestlé uses Starbucks trademarks under license.,• COLD BREW COFFEE: The super-smooth and delicious Starbucks cold brew coffee you love is easy to make at home with our multi-serve concentrate,• PERFECTLY DELICIOUS: Our medium-roast Starbucks Signature Black Cold Brew coffee is smooth with subtly sweet chocolaty notes,• IT'S EASY: We've cold-steeped our custom blend of coffee into this rich liquid concentrate, so all you have to do is pour concentrate over ice and add water to craft your very own Starbucks iced coffee beverage,• CONTAINS: This multi-serve concentrate bottle makes a total of 64 fluid ounces of cold brewed coffee when prepared as directed,• RECYCLABLE PACKAGING: Starbucks Cold Brew Concentrate multi-serve bottles are fully recyclable,• STARBUCKS QUALITY: Inspired by the cold brew served at Starbucks cafés, our cold brew at-home coffee has the Starbucks taste you know, love and expect","Brewed Coffee (water, Coffee)","It's Easy: Fill your favorite glass with ice. Pour 6 fl oz (180 ml) of concentrate. Add 6 fl oz (180 ml) of water and enjoy. Customize to Make it Yours: Add Starbucks Creamer or milk to craft your perfect cup.,Refrigerate after opening and use within 14 days.,Refrigerate after opening and use within 14 days.",,,
Starbucks Caramel Frappuccino,,$7.77, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d24669b2-d0fd-401e-997c-b670c2842bcd.jpg 4x,"Pop the cap. Savor the sip. Go. Caramel Frappuccino chilled coffee drink is a harmonious blend of Starbucks coffee and creamy milk swirling with carmelly flavor. For a sweet burst of delicious.,• A delicious treat for on the go.,• A rich blend of coffee, milk and buttery caramel taste,• We use the finest Arabica beans to create a rich and undeniably luscious beverage","Brewed Starbucks Coffee (water, Coffee), Reduced-fat Milk, Sugar, Maltodextrin, Natural Flavor, Pectin","Serving Suggestion: Shake well, serve chilled over ice.",,,
Starbucks French Dark Roast K-Cup Coffee,$31.09,$34.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cbe1a463-6093-4fb1-9983-e7166e6bc8b0.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b170a591-5d68-4042-86d0-804ed0cd6b5e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3263d45c-eda5-4a06-80ca-b8947f8af1a1.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_717ffe82-8e93-40d2-8bec-8cb6d5773be1.jpg 4x","Muted with oil, the tumbling beans become eerily silent. A master roaster watches, knowing that if he pushes them a second too long, they’ll burst into flames. White smoke hangs down as the glistening beans turn ebony. This is Starbucks French Roast coffee, and you can’t roast it darker. Straightforward, light-bodied with low acidity, and immensely popular since 1971, our darkest roast is adored for its intense smokiness. Nestlé uses Starbucks trademarks under license,• 32-count K-Cup pods box of French Roast dark roasted coffee,• Intense and smoky with pure, explosive flavor,• Crafted with the same 100% arabica beans we brew in our cafés,• Make it your own by adding milk, cream, syrup, etc.,• New look. Same great taste. You may receive either package",Ground Arabica Coffee.,"It's Easy to Brew the Perfect Cup: Use 8-oz setting on your brewer. Press the brew button. Add milk or sugar, or enjoy as is.,Store unused pods at room temperature.",CAUTION: POD IS HOT. ALLOW TO COOL AFTER USE.,,
Dunkin' Hazelnut Coffee K-Cup Pods,,$12.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9e864a3d-5a88-4329-aaf5-d07d6f5134f9.jpg 4x,"There’s hazelnut coffee, and then there’s Dunkin’ Hazelnut. And Dunkin’ Hazelnut artificially flavored coffee is anything but ordinary. This premium Arabica blend delivers an especially crave-worthy cup. Nothing quite compares to that rich and smooth, earthy and creamy, distinctly Dunkin' amazingness. Every sip is a treat for your taste buds. And these convenient K-Cup pods are made to work with your home Keurig machine, which means you can enjoy that amazingness anytime you want. Simply pop a pod in your Keurig brewer, and it’s ready in just a few minutes. Yep, it’s safe to say hazelnut flavored coffee doesn’t get any better this. Order now!","Coffee, Natural And Artificial Flavor.","For use in Keurig K-Cup brewers. For the most authentic Dunkin' Donuts taste, use your brewer's 8 ounce setting.",Caution: Pod is hot. Allow to cool after use.,,
SToK Not Too Sweet Black Cold Brew Coffee,,$9.19, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4716d355-ba5e-4a6f-a1df-344ab4b1837b.jpg 4x,"Brewed low and slow, SToK Not Too Sweet Black Cold Brew Coffee delivers coffee-first flavor, with a dialed-in amount of cane sugar for a sweet but not-too-sweet experience. You get a cold brew blend served black and sweet, but not too sweet. At SToK, we brew our cold brew coffee blend for at least 10 hours for a bold, one-of-a-kind flavor that’s never bitter. Every batch of SToK Cold Brew Coffee uses a higher ratio of Rainforest Alliance Certified, Arabica-based coffee beans to water than hot brewed coffee, yielding a smooth and flavorful coffee. Looking for the best brew to suit the mood? Check out all the SToK bottled coffee beverages for the perfect fit, with Bright & Mellow as our lightest roast and Espresso Blend as our darkest. Wake up your passions with a SToK cold coffee drink you can enjoy throughout the day.","Coffee (filtered Water, Coffee*), Cane Sugar, Natural Flavor, *rainforest Alliance Certified","Shake well.,Keep refrigerated.","Produced in a facility that also processes tree nuts, soy, milk and egg.",,
Starbucks House Blend Medium Roast Ground Coffee,$10.39,$19.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_076a4e6c-6da6-4eb8-afd8-fe8e9b24ff23.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e81cbb60-6d89-42d8-b3a0-d949f9c7a8ea.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1b5d153a-94e5-4149-9064-9277c5f6c5df.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_605ba9d4-91be-4631-8406-4d0c49e0b828.jpg 4x","It’s deceptively simple. A blend of fine Latin American beans roasted to a glistening, dark chestnut color. Loaded with flavor, balancing tastes of toffee and cocoa, just a touch of sweetness from the roast. This coffee is our beginning, the very first blend we ever created for you back in 1971. And this one blend set the course for the way our master blenders and roasters work even today. A true reflection of us and a delicious cup of coffee, period. It all starts from here. Nestlé uses Starbucks trademarks under license,• PREMIUM GROUND COFFEE—Starbucks delivers exceptional coffee cup after cup with this 12-ounce bag of House Blend medium roast ground coffee,• STARBUCKS HOUSE BLEND COFFEE—Aroma, body and flavor all in balance. Starbucks House Blend coffee is a medium roast with notes of toffee and dusted cocoa,• FRESH TASTE—Starbucks adheres to the highest quality standards—shipping you the same carefully roasted 100% arabica coffee beans we brew in our cafés,• MAKE IT YOUR OWN—An everyday cup no matter how you brew it, Starbucks coffee is carefully ground to be ideal for a variety of brewing methods, including drip brewer, coffee press, pour-over and moka pot,• ETHICALLY SOURCED—Starbucks is committed to 100% ethical coffee sourcing in partnership with Conservation International",Ground Arabica Coffee,"Brew Great Coffee: Use cold, filtered water. 2 tbsp (10 g) coffee + 6 fl oz (180 ml) water.,Store coffee in an airtight, opaque container at room temperature and use within a week of opening.",,,
"Dunkin' Coffee, Ground, Medium Roast, Original Blend",,$17.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ac18d8b1-dd18-4765-ae5c-e0dadc2f3638.jpeg 4x,"Your perfect cup o' Joe. It's a success story that started in 1950 as a single donut shop in Quincy, Massachusetts, and now includes over 9,500 shops. Sure, Dunkin' has been known for its donuts over the years, but it's our coffee that's kept America running. And just what kind of brew could create such and a stir? Open this bag and find out. Original Blend is the coffee that made Dunkin' famous, featuring a rich, smooth taste unmatched by others. Brew yourself a cup and enjoy the great taste of Dunkin' at home.,• Kosher",Coffee,"Brewing Instructions: 1. Start with a clean coffeemaker and use fresh, cold water for best flavor. 2. Measure 1-1/2 tablespoons of ground coffee per 6 fl oz of water (adjust to taste). 3. Enjoy that first sip, and get going!,We know you are busy, so we've made storage easy for you. Just fold and seal the D top of the bag, letting out as much air as possible. Keep the unused coffee stored at room temperature in a cool, dry place away from direct sunlight.",,,
"Starbucks Chilled Coffee Drink, White Chocolate Mocha",,$4.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4be19d98-5ed1-44a9-8249-85aa6f19a60b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_503419d6-655a-413e-9a21-7aa5b0d0332f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_eb283cfd-5863-4e0b-93e1-617ed8280de4.png 4x","0,• 1,• 2,• 3,• 4","Brewed Starbucks Coffee (water, Coffee), Reduced-fat Milk, Sugar, Maltodextrin, Natural Flavors, Pectin, Ascorbic Acid.","Chill, shake, serve.,Serving suggestion: Shake well, serve chilled or over ice.,Not finished? Refrigerate.","Safety button will pop up. If not, reject.",,
The Original Donut Shop Regular K-Cup Pods,,$27.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4222437c-c9ad-4250-a79b-5ea6365b046d.jpg 4x,"Before coffee was complicated, great coffee was simply fresh, bold, and flavorful. The Original Donut Shop Regular single serve K-Cup pods bring back the classic donut companion, with this ideally balanced brew of the highest quality beans...dunking is encouraged. Full-flavored and easy going, this medium roast blend embodies one of the best things in life - simply great coffee. These single-serve K-Cup pods are compatible with all Keurig K-Cup Pod Single-Serve Coffee Makers and brew up to 12 oz. of The Original Donut Shop Regular coffee each. Each K-Cup pod is filled with the freshest ground coffee and brews a perfect, great tasting cup of coffee, every time. Certified Orthodox Union Kosher and contains no artificial ingredients.",Coffee,{},,,
"Starbucks Cold Brew, Nitro Black Unsweet",$4.39,$4.89, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ff6268bc-6ebd-43c5-a5fe-a1246b486068.jpeg 4x,"Starbucks coffee drinks offer the bold, delicious taste of coffee with the rich flavors you know and love. This indulgence is proof that you can enjoy a little Starbucks wherever you may be.,• Unsweet Black,• 9.6 Fluid Ounce","Cold Brewed Starbucks Coffee (water, Coffee), Nitrogen.",For Best Taste Drink Chilled By Date On Can,,,
Starbucks French Dark Roast Ground Coffee,$19.59,$25.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ae2d124c-e181-4a12-9fa3-f8b3530d41b9.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f2aed219-ec69-4703-90ae-23adf89b48be.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_552848ce-2572-413a-acd3-3626c1ce1de0.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ede2250c-a036-4e87-8307-65b2d7fd6f6b.jpg 4x","Muted with oil, the tumbling beans become eerily silent. A master roaster watches, knowing that if he pushes them a second too long, they’ll burst into flames. White smoke hangs down as the glistening beans turn ebony. This is Starbucks French Roast coffee, and you can’t roast it darker. Straightforward, light-bodied with low acidity, and immensely popular since 1971, our darkest roast is adored for its intense smokiness. Nestlé uses Starbucks trademarks under license,• PREMIUM GROUND COFFEE—Starbucks delivers exceptional coffee cup after cup with this 18-ounce bag of French Roast dark roast ground coffee,• STARBUCKS FRENCH ROAST COFFEE—With notes of dark caramel and sweet smoke, the intense and roasty flavor of Starbucks French Roast coffee is as dark as our dark roasts get,• FRESH TASTE—Starbucks adheres to the highest quality standards—shipping you the same carefully roasted 100% arabica coffee beans we brew in our cafés,• MAKE IT YOUR OWN—An everyday cup no matter how you brew it, Starbucks coffee is carefully ground to be ideal for a variety of brewing methods, including drip brewer, coffee press, pour-over and moka pot,• ETHICALLY SOURCED—Starbucks is committed to 100% ethical coffee sourcing in partnership with Conservation International",Ground Arabica Coffee,Brew Great Coffee with the Four Fundamentals: Proportion: 2 tbsp (10 g) coffee per 6 fl oz (180 ml) water. Grind: Pre-grind is perfect for coffee brewers and pour overs. Water: Fresh and filtered. Freshness: Seal bag tightly and store at room temperature.,,,
"Starbucks Cold Brew, Nitro Vanilla Sweet Cream",$4.49,$4.89, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f23abca0-c539-45f4-a917-7590f99a453e.jpeg 4x,"Starbucks coffee drinks offer the bold, delicious taste of coffee with the rich flavors you know and love. This indulgence is proof that you can enjoy a little Starbucks wherever you may be.,• Nitro Cold Brew Vanilla,• 9.6 Fluid Ounce","Cold Brewed Starbucks Coffee (water, Coffee) Reduced-fat Milk, Sugar, Cream, Natural Flavors, Pectin, Nitrogen.","Gently shake can once, pop open and pour hard into a cold glass for maximum enjoyment.,Refrigerate after opening.,For best taste drink chilled by date on can.",Contains milk ingredients,,
Starbucks Medium Roast Premium Instant Coffee,$10.39,$16.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2203c282-b8c8-4031-9403-733cc186a9be.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4faf5f2d-da1e-406f-8edc-e1206c723d0c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_aa18bd84-d9ae-487c-9ab2-2558b4d4ab92.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b95779ee-b694-4108-8542-ac91fef45074.jpg 4x","Try the smooth and delicious taste that’s stirring up instant ground coffee. Starbucks Premium Instant Coffee is what a cup of instant coffee should taste like. Starting your day off right is as easy as stirring our premium coffee into hot water and enjoying. Each tin of Starbucks Medium Roast Premium Instant Coffee makes up to 35 smooth and nutty cups.,Created by Starbucks gourmet coffee experts using the same 100% arabica beans we brew in our cafés, our Starbucks Medium Roast is a perfectly balanced blend with smooth notes of chocolate and nuts. We carefully roast the beans, capturing the exceptional aroma and premium taste, so you can enjoy a delicious Starbucks microground coffee at home.,As part of our commitment to sustainable practices, the tins holding our ethically sourced coffee are recyclable. Stir up your coffee routine in an instant with Starbucks Premium Instant Coffee.,© 2023 Starbucks Corporation. Nestlé uses Starbucks trademarks under license.,• PREMIUM INSTANT COFFEE: Starbucks Medium Roast Premium Instant Coffee is crafted with the same high-quality 100% arabica beans we brew in our cafés, and it makes up to 35 cups,• SMOOTH & NUTTY: Starbucks Medium Roast coffee is a perfectly balanced blend with smooth notes of chocolate and nuts,• MADE TO BE YOURS: Starbucks Premium Instant Coffee lets you adjust how much coffee you add, so you can stir up Starbucks coffee just the way you like in an instant,• EASY TO PREPARE: It’s easy to make a smooth and delicious cup of instant coffee—simply add instant coffee, pour hot water, stir and enjoy premium-tasting instant coffee at home,• RECYCLABLE: Our tin container packaging is recyclable. See label for more instructions","Instant Coffee, Microground Coffee.","Customize Your Cup: 8 fl oz cup / 1.5 tsp. 1. Add instant coffee. 2. Pour hot water. 3. Stir and enjoy.,Store in a clean cool and dry place.,Best Before: See base.",,,
Folgers Instant Coffee Crystals Classic Roast Single Serve Packets,,$2.59, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_675f1253-0a9d-4864-8664-6ed4688ed3a1.jpeg 4x,"Take a packet on the go, and instantly savor one seriously delicious cup of coffee. Folgers Classic Roast Instant Coffee, Single Serve Packets serve up everything you love about your favorite cup of brew—full-bodied flavor and rich aroma in every cup. Just pour, stir, and enjoy!",Instant Coffee.,1. One packet per 6 fl oz cup. 2. Add hot water or milk. 3. Stir. Adjust to taste.,"May contain egg, milk, soybean and wheat ingredients.",,
Maxwell House Original Roast Ground Coffee,,$12.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b53b87b6-d447-48f6-b0d1-79a9c7b6045c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a7ab1230-1bc8-42bb-8680-b772cda88d19.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1e3d58ee-86ed-4a77-a305-98a7889b7a66.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d2328dd0-d338-4bc0-b4ff-1884917659ca.jpg 4x","Take a break with the coffee that practically invented breaks. The day's been a whirlwind and it's far from over. But here's the thing — you're not stressing it. Because you've got it all figured out. You're gonna brew the medium roast made for kicking back and enjoying the aroma. Maxwell House Original Roast Ground Coffee. Just sit back and savor every sip from your steaming cup full of strong, full-bodied Maxwell House flavor. Reset with that consistently delicious taste that hits the spot from the very first sip to the very last drop. And when that cup's empty and you're finally fueled up...You can squint your eyes, gather your gear and roll up your sleeves, because now, you're ready to tackle anything and there’s plenty of Maxwell House Original Roast Ground Coffee ready to recharge you in your 27.5-ounce canister. Let's show 'em what you're made of. Maxwell House. To Your Max.,• One 27.5 oz canister of Maxwell House Original Roast Ground Coffee,• Brew our smooth, delicious coffee, take in the rich aroma and savor the strong, full-bodied flavor,• Smooth and rich from the first sip to the last,• A consistently great taste that you can brew to take your day ""to your max"",• Give your brain a break, unplug a little and gear up for what's next with a cup of Maxwell House coffee,• Prepare with fresh, cold water for breakfast or a quick pick-me-up any time of day,• Roasted in the USA since 1892,• Maxwell House inspires the kind of coffee break that helps you pause, reset and take on whatever comes next as a renewed you,• Certified Kosher ground coffee",Coffee,"Brewing Instructions: 6 fl oz cold water; 1 tablespoon ground coffee. 1 tbsp coffee + 6 fl oz water = 1 serving. Adjust for strength & servings as needed. We recommend using the directions above and fresh, cold water. Full flavor impact even when you add milk, creamer or sweetener of your choice.,For maximum freshness, store in a sealed container in a cool, dark, and dry place.,Best if used by date on bottom.",,,
