Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free,Peanut Free,Treenut Free,Soy Free
Toll House Semi Sweet Chocolate Chips,,$8.69, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_574f1448-7b8f-44fe-a560-d6af0491bc8e.jpeg 4x,"Nestle Toll House Semi Sweet Chocolate Chips Make It Easy To Add Rich And Creamy Chocolate Morsels To Your Favorite Baking Recipes. Our Original Taste, Now Richer And Creamier, These Chocolate Chips Are Easy To Toss Into Dessert Mixes And Batters. Include These Semi Sweet Morsels Into Recipes For The Classic Taste Nestle Toll House Cookies Are Known For. These Nestle Toll House Chocolate Baking Chips Are Gluten Free And Contain No Artificial Flavors, Colors Or Preservatives. Nestle Toll House Semi Sweet Chocolate Morsels Are Made With 100% Real Chocolate For A Delicious Treat Your Entire Family Will Love. Use Semi Sweet Baking Chocolate As A Sweet Addition To Chocolate Chip Cookies, Brownies And Pancakes, Or As Festive Christmas Baking Decorations. Nestle Toll House Morsels Are Also Delicious To Snack On Or Use As A Dessert Topping.,• One 12 oz bag of Nestle Toll House Semi Sweet Chocolate Chips,• Semi sweet chocolate baking chips are perfect to add to chocolate chip cookies, brownies or pancakes,• Baking chips made with 100% real chocolate,• Enjoy semi sweet chocolate chips as tasty holiday snacks right out of the bag, or melt them for sundaes,• These gluten free Nestle Toll House chocolate baking chips are Certified Kosher dairy,• Semi sweet morsels with our original taste; now richer and creamier,• Perfect for holiday baking, make delicious Christmas cookies with these Nestle Toll House Semi Sweet Chocolate Chips","Sugar, Chocolate, Cocoa Butter, Milkfat, Soy Lecithin, Natural Flavors","Melting Directions: Microwave 1 cup morsels in uncovered, microwave-safe bowl on high power for 45 seconds; stir. If needed, heat at additional 10-15 second intervals, stirring vigorously after each interval until melted. Microwaves vary, melting times may need to be adjusted.,Quality Tip: Store morsels in a cool, dry place (60-70 degrees F). Heat and humidity can cause a whitish appearance on morsels that disappears when melted. This is a natural reaction called bloom, and flavor & quality aren't affected.","Contains: milk, soy.",Gluten Free,,,,
Takis Blue Heat Rolled Tortilla Chips Bag,,$5.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8ce52e32-f1ce-4f52-9994-8315bfff35a7.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_15cb7ed4-c56d-4343-b20d-651e72cb2200.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_da009a99-8cdf-4be1-8fa8-f2e88b9a28a0.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7cd87403-eeee-4e3d-a007-2f1f9ddc126e.jpg 4x",Takis. Face the Intensity.,"Corn Flour (processed With Lime), Vegetable Oil (palm And/or Soybean And/or Canola Oils), Seasoning [maltodextrin, Citric Acid, Sugar, Potassium Chloride, Salt, Monosodium Glutamate, Hydrolyzed Soybean Protein, Natural And Artificial Flavors, Hydrolyzed Yeast, Soybean Oil, Onion Powder, Blue 1 Lake, Sodium Bicarbonate, Chili Pepper (chile), Disodium Inosinate, Disodium Guanylate, Tbhq (antioxidant)].",Guaranteed fresh until printed date.,"Contains soy made in a facility that may also use milk, egg, wheat and peanuts",,,,,
Juicy Fruit Original Bubble Gum Single Pack 15 Stick,,$2.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ebd6608d-1eba-4633-9f3f-3f99b54cd4e4.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_be514484-c162-4b3d-b14e-e768d9e5b3fa.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ab63f89c-0c6c-46a4-b892-264bc9d084b4.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0aad755e-1507-4268-a604-0948998fe5e8.jpg 4x","Who likes to smile? We're going to need a show of hands, because the happiest mouths are already busy chewing JUICY FRUIT gum. Longer-lasting, JUICY FRUIT Original gum has big fruity flavor that fills your mouth with smiles. And when you're smiling, it's that much easier to connect with those around you. So what are you waiting for? It's time to start enjoying yourself with JUICY FRUIT gum.,•Package includes 1 pack of 15 sticks each of JUICY FRUIT Original Gum,•JUICY FRUIT Original gum has a one-of-a-kind, sweet flavor that's been around for more than 100 years,•Delicious, individually wrapped sticks of gum,•Now longer-lasting with the same great taste so you can get the most out of your gum,•Enjoy yourself every day with a Sweet Piece of Fun","Sugar, Gum Base, Corn Syrup, Dextrose; Less Than 2% Of: Natural And Artificial Flavors, Aspartame, Glycerol, Soy Lecithin, Acesulfame K, Hydroxylated Soy Lecithin, Color Added, Bht (to Maintain Freshness).",{},Phenylketonurics: contains phenylalanine.,,,,,
"ICE BREAKERS Wintergreen Sugar Free Mints Tin, 1.5 oz",,$3.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4388e836-b81d-4284-992d-d19b4a6781f8.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_33e427e1-7210-43e7-ac13-d95032b6facb.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3a085298-ff13-4f75-b722-15659c481c31.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_eb06e56f-1ba4-471e-88f2-64f3af8b0cb1.jpg 4x","Stop bad breath in its tracks with ICE BREAKERS wintergreen flavored sugar free mints. Have a one-on-one meeting with your boss? No worries, just pop a mint in your mouth! Going on a first date? Enjoy a mint before meeting that special someone and watch your confidence skyrocket. This minty treat will keep your breath fresh and your mouth refreshed throughout the day. These sugar free breath mints are packed with cooling crystals and placed in a convenient tin, so you can keep your taste buds busy, no matter where the day takes you. With its ready to go design, you can keep a container in your desk drawer at the office, the glove compartment in your car and the kitchen pantry at home for instant minty refreshment anytime you or your loved ones need it. Each compact tin of ICE BREAKERS breath mints will stay closed until you're ready thanks to a handy snap-close lid, which can dispense just one mint if you're flying solo or several at a time if you're in the sharing mood. Take some minty goodness to all your special events, work meetings and any other ordinary moments in your life that call for the freshest breath possible.","Sorbitol, Contains 2% Or Less Of: Maltitol, Maltodextrin, Artificial Flavor, Aspartame*, Magnesium Stearate, Gum Acacia, Lecithin (soy), Artificial Color (blue 1, Yellow 5).",{},Contains: soy. Phenylketonurics: contains phenylalanine.,,,,,
"Ruffles Potato Chips, Original",,$6.89, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_05948065-cf25-4d20-86e3-5ba911acb8aa.jpeg 4x,"Ruffles have rrridges! Back in the day chips were flat, and that was boring. So we made a chip that zigged and zagged and we shared it with the world. Backyard BBQs were never the same. Because when you have ridges, the crunches are crunchier, the dipping strength multiplies, and your chips become Ruffles.,• Pair these with your next lunch or dinner meal,• Share the bag with the rest of your family and friends,• The salted classic. A thicker, sturdier potato chip with Ruffles® trademarked ridges","Potatoes, Vegetable Oil (canola, Corn, Soybean, And/or Sunflower Oil), And Salt.",Guaranteed fresh until printed date.,,Gluten Free,,,,
"Hershey's Milk Chocolate XL, Candy Bar, 4.4 oz (16 Pieces)",$3.29,$3.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1a0834ef-56d0-4618-836a-970f51a20d46.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c2a5240a-25ff-4efb-90ec-a81bc952e324.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_389d3255-9999-4bfe-bab3-2391682be7aa.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_29617d71-8629-4ce2-9f75-e9754e2c1742.jpg 4x","What's better than the original? We'll wait... Made from deliciously creamy milk chocolate, the HERSHEY'S XL milk chocolate bar is a classic that's been enjoyed for decades. Whether you enjoy these extra large candy bars alone or shared with loved ones, you can count on this sweet to put a smile on any face. This larger than life candy bar is the perfect treat for countless special and everyday occasions. HERSHEY'S XL milk chocolate candy bars can be used to stuff Christmas stockings, Halloween trick-or-treat bags, Easter baskets and Valentine's Day party favors. Remember to save some for guests, and store a few in your pantry for convenient snacking whenever the mood strikes. Show up to movie night with XL bars of HERSHEY'S milk chocolate to please the whole crowd and become the reigning champion of the night's snack selection. Or you can gather around the campfire with friends and family to make s'mores! Another way we like to use this candy bar is by revamping your favorite homemade recipes. Use this sweet treat on top of freshly baked cakes, cookies and cupcakes. Everyone is excited when they're reaching for HERSHEY'S XL milk chocolate bars, and now you can be too!","Milk Chocolate (sugar, Chocolate, Milk, Cocoa Butter, Skim Milk, Milk Fat, Lecithin (soy), Pgpr, Natural Flavor).",{},"Contains: milk, soy. Manufactured on the same equipment that processes almonds.",,,,,
Idahoan® Buttery Homestyle® Mashed Potatoes,,$3.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4e7a3fdb-a6b1-4d6d-b998-1ad552c9ab5d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d19b0766-1648-4f3e-8438-9654289effb1.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_50436704-97c5-4790-9346-a8fda5f6eda8.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6228ffaf-aec7-4a53-a451-66bf64fad419.jpg 4x","Whip up delicious, rich mashed potatoes in minutes with Idahoan Buttery Homestyle Mashed Potatoes! Our instant mashed potatoes are always made with 100-Percent Real Idaho potatoes and perfectly blended with rich real butter for a classic favorite. Perfect for a variety of wholesome recipes, Idahoan Buttery Homestyle Mashed Potatoes are easy to prepare and ready in minutes. Simply heat water on stovetop or in a microwave, add the entire pouch of mashed potatoes, and voilà! Each order includes 1 (4oz) pouch with 4 (1/2 cup) servings. Our mission of innovation will continue to bring you quality 100-percent REAL Idaho potatoes in all the ways you love.  Whether it’s quality mashed potatoes, soups, casseroles or hash browns, in a pouch, bowl, cup or more, Idahoan Foods will continue to bring you Homemade Taste—Every Time","Idaho Potatoes, Vegetable Oil (coconut, Sunflower), Maltodextrin, Salt, Sugar, Buttermilk Powder, Nonfat Dry Milk, Butter (cream, Salt), Monoglycerides, Calcium Stearoyl Lactylate, Natural Flavors. Freshness Preserved By Sodium Acid Pyrophosphate, Sodium Bisulfite, Citric Acid, And Mixed Tocopherols.","Stove Top Preparation. Add 2 cups of water to a medium sized saucepan and heat water on high to a boil. Remove boiling water from heat and immediately stir in entire pouch of potatoes. Mix thoroughly using a fork to moisten all potatoes and let stand 1 minute. Stir well and serve. Microwave Preparation. All microwaves vary and heating times may have to be adjusted. Measure 2 cups of water into a microwave safe bowl. Microwave on high for 4-5 minutes to heat water to a boil. CAUTION: Bowl and water will be very hot! Remove water from microwave and immediately add entire pouch of potatoes all at once, using a fork to moisten all potatoes and let stand 1 minute.",Allergens: milk.,Gluten Free,,,,
"Lay's Potato Chips, Classic",,$2.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_252a30fe-6d6d-4bb0-9c0f-f5fe76557ab8.jpeg 4x,"Wherever celebrations and good times happen, the LAY'S brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a chip or crisp flavor guaranteed to bring a smile on your face.","Potatoes, Vegetable Oil (canola, Corn, Soybean, And/or Sunflower Oil), Salt",Guaranteed fresh until printed date or this snack's on us.,,Gluten Free,,,,
"PAYDAY Peanut Caramel King Size, Candy Bar, 3.4 oz",,$3.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d2886197-7874-4dc7-b9c0-9448c75b8232.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8199d980-3c44-4a0a-b05e-ba598e46a0c3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c0751d51-f231-405c-a8a5-83fd106a364c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_84b30621-1d1b-4679-b636-1ffb428b060f.jpg 4x","Made from crunchy peanuts and rich caramel, the PAYDAY candy bar is a treat you know and love now in king size! And, it has the same taste peanut enthusiasts already know and love. It's the perfect mix of sweet, salty and unbelievably satisfying. Nutty candy lovers are sure to enjoy this bar that keeps on giving. Each bar is wrapped for easy storing, snacking and sharing. So, if you're feeling generous, share a PAYDAY bar with a friend, family member or coworker, but we won't judge you if you want to keep it all to yourself. PAYDAY candy bars are perfect for filling candy displays during any holiday, from Valentine's Day and Easter to Halloween and Christmas. That said, a few of these peanut bars can liven up any party or get-together during the year. Looking for something new in your baking life? Try including a few of these bars in any caramel or peanut based dessert. After a long day, reward yourself by breaking a piece off this delicious PAYDAY bar and placing it on top of a homemade ice cream sundae. Each bar is wrapped for easy storing and snacking on the go. Finally, please the movie night crowd by sharing a snack they may just like more than the film — just don't forget to save a few for yourself!","Peanuts, Sugar, Corn Syrup, Skim Milk, Vegetable Oil (palm Oil, Sunflower Oil), Contains 2% Or Less Of: Salt, Carrageenan, Mono- And Diglycerides.",{},"Contains: peanuts, milk.",,,,,
Smartfood White Cheddar Cheese Popcorn,,$5.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b750b9fa-993e-45a5-8826-8e60a72c7824.jpeg 4x,"SMARTFOOD brand's fresh-tasting, light-textured SMARTFOOD popcorn varieties always seem to keep the fun popping. In our book, being smart is always in great taste.,• 6.75 oz bag of SMARTFOOD White Cheddar Popcorn,• Ready to eat white cheddar popcorn in a convenient take home size bag,• Made with real cheese,• Gluten free product","Popcorn, Vegetable Oil (corn, Canola, And/or Sunflower Oil), Natural Flavors, Whey, Maltodextrin (made From Corn), Buttermilk, Cheddar Cheese (milk, Cheese Cultures, Salt, Enzymes), And Salt. Contains Milk Ingredients.",Guaranteed fresh until printed date.,Contains milk ingredients.,Gluten Free,,,,
"PAYDAY Peanut Caramel Candy Bar, 1.85 oz",$1.19,$2.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a529b7b1-5db6-42c0-936f-43149bf6d12c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d366f4d0-77a0-42b0-ae5d-d415d0b751b6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1faaaf3b-e65a-41a9-87fd-4dfd5614d578.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b71c951a-c409-4ef5-8b94-90485d8b1279.jpg 4x","PAYDAY peanut and caramel candy bars are a delectable treat right for almost any occasion. These full size candy bars are made with crunchy peanuts and creamy caramel for a taste that's sweet, salty and undeniably satisfying. Peanut candy lovers are sure to enjoy this snack that keeps on giving. Individually wrapped full size PAYDAY candy bars are perfect for celebrating during any holiday, from creating Valentine's Day gift bags and filling Easter baskets to passing out trick-or-treating candy and stuffing Christmas stockings. A few of these delicious PAYDAY caramel peanut bars can liven up any party, get-together or ordinary day whenever you need a little treat. Each bar is individually wrapped for easy storing and snacking on the go. Looking to try something new in your baking life? Break up a few bars and use them to top your cookies, cupcakes, brownies and other delicious desserts. Put pieces of them on top of your homemade ice cream sundaes too. Finally, please the movie night crowd by sharing a snack they may just like more than the film — just don't forget to save a few for yourself! Once you bite into chewy peanut and caramel candy, you'll be glad you did!","Peanuts, Sugar, Corn Syrup, Skim Milk, Vegetable Oil (palm Oil, Sunflower Oil) Contains 2% Or Less Of: Salt, Carrageenan, Mono- And Diglycerides.",{},"Contains: peanuts, milk.",,,,,
Mott's Original Applesauce,,$5.59, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bb48663e-f70e-4998-bee1-70191ef09fb1.jpeg 4x,"The original, delicious treat, Mott's Applesauce is the perfect snack or meal companion. It's a good source of Vitamin C and free of cholesterol. Bringing the best of the orchard to your household, Mott's helps families enjoy delicious fruit goodness every day. The apple juice and sauce brand is dedicated to giving moms easy ways to help their families be their very best. Mott's has a strong heritage and has been the trusted apple juice and sauce brand since 1842. Mott's hold the apples to a very high standard, that's why the products pack lots of delicious fruit flavor from ripe apples into every serving. Enjoy Mott's in a variety of pack types including pouches, cups, jugs, juice boxes and jars; so whether you're home with your family or on-the-go and in need of a snack, Mott's has a product for you. We also offer an extensive suite of flavors so you can add variety in your snacking. Mott's 100% Apple juice comes in refreshing flavors like Apple Cherry, Apple White Grape and Fruit Punch while sauce has options like Cinnamon and Mixed Berry so you'll be sure to find something that satisfies your taste buds. You won't find any artificial flavors in Mott's products, so you can feel good about making healthy choices.","Apples, High Fructose Corn Syrup, Water, Ascorbic Acid (vitamin C)",{},"Made from real fruit which may contain seeds, stems or other pieces of natural fruit.",,,,,
Vlasic Kosher Dill Spears Pickles,$4.59,$6.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_370921b0-8403-43c6-bc77-5a82b3948f2a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_830b4258-d9e1-4b7e-9833-dd62ae7721f7.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8a4b6f74-c27b-419b-a4a0-7ac27088f216.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_68cf7f97-b511-40d0-92cd-7ba231cd90b7.jpg 4x","Vlasic Fresh Packed Kosher Dill Pickle Spears deliver a satisfying crunchy texture with classic dill flavor. Made with the Vlasic secret pickling recipe, these tasty dill spears are certified kosher and contain no artificial flavors or dyes (colored with turmeric). Vlasic pickles are perfect for sandwich toppings, grilling condiments and lunch snacks or for serving at picnics, barbecues, parties and more. These pickle spears are perfect low calorie snacks (pickles, a low calorie food) and keto friendly snacks (0 g of protein, 1 g net carbs [1 g total carbs minus 0 g dietary fiber], and 0 g added sugar per serving). They also fit a low carb lifestyle (1 g net carbs [1 g total carbs minus 0 g dietary fiber]). Vlasic Kosher Dill Pickle Spears are packed in a resealable pickle jar to lock in flavor and keep each dill pickle crunchy. With a wide variety of pickles, peppers and relishes in many cuts, flavors and sizes, Vlasic has offered big crunch since 1942.","Cucumbers, Water, Distilled Vinegar, Contains 2% Or Less Of: Salt, Calcium Chloride, Turmeric Extract (color), Polysorbate 80, Natural Flavor.",Keep refrigerated after opening.,Do not purchase if safety button is up.,,,,,
"Post PEBBLES Fruity PEBBLES Breakfast Cereal, Gluten Free, Kids Snacks, Small Cereal Box",$4.59,$6.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e041a764-7f9c-4222-b211-3d4d47beaa60.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a5130544-02d9-49f4-9572-188b3b450dff.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2b3bfa7d-fb94-47b2-973a-c743df05e0a2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_efb884cf-1838-4296-8218-208ccc18a4b2.jpg 4x",Celebrate creativity and fruity Yabba Dabba Doo deliciousness with Post Fruity PEBBLES Kids Cereal. These colorful gluten free cereal pieces spark joy at breakfast time for kids and help empower their inner creativeness. Fruity PEBBLES cereal is a delicious fruity cereal that delivers a sweet fruity crunch with every spoonful and inspires kids of all ages to dream big and Never Stop Doo-ing.,"Rice, Sugar, Hydrogenated Vegetable Oil (coconut And Palm Kernel Oils), Salt, Contains Less Than 0.5% Of Natural And Artificial Flavor, Red 40, Yellow 6, Turmeric Oleoresin (color), Blue 1, Yellow 5, Blue 2, Bha (to Help Protect Flavor). Vitamins And Minerals: Sodium Ascorbate (source Of Vitamin C), Ascorbic Acid (vitamin C), Niacinamide, Reduced Iron, Zinc Oxide (source Of Zinc), Vitamin B6, Vitamin A Palmitate, Riboflavin (vitamin B2), Thiamin Mononitrate (vitamin B1), Folic Acid, Vitamin B12, Vitamin D3.",{},,Gluten Free,,,,
TWIX Milk Chocolate St Patrick's Day Candy Fun Size Candy Bulk,,$8.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_10b99b90-f575-4860-8367-71f7cf4b15f4.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f7b03ecc-ec9d-414d-a8dd-9d6f11ed16ef.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_598786ab-cc3a-4cc5-8f89-d82df880b578.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f5d698c9-6882-4d88-bfc3-fd27bc6a6039.jpg 4x","That's not gold coins at the end of the rainbow! It TWIX fun size chocolate bars. These classic gold wrapped bars make a great addition to your St Patrick Day celebrations. Not only does a jumbo bag of TWIX fun size candy bars fills your clover-shaped candy dishes perfectly, but you can also add TWIX to baked desserts for a festive and fun St. Patrick’s Day treats.,Fun size TWIX caramel chocolate bars are a great addition to St Patricks day party favors and candy bags.,From St Patricks Day parades to St Patty parties, order TWIX Minis Chocolate Candy Bars for a taste better wrapped in gold.With TWIX chocolate bars, two is more than one— lucky you.,•ST PATRICKS DAY CANDY BULK- Contains one (1), 10.83-ounce jumbo bag of TWIX Milk Chocolate St Patricks Day bagged candy, bulk candy bag,•ST PATRICKS DAY PARTTY SUPPLIES- TWIX fun size candy bars fill St Patricks Day candy buffets and party favors for your lucky guests,•LUCKY TASTEBUDS- Sham-rock your taste buds with the classic TWIX flavors of milk chocolate, gooey caramel and crunchy cookies,•ST PATRICKS DAY TREATS- Add TWIX St. Patrick's Day Candy Bars to baked desserts to create a festive and crunchy St. Patricks day treat,•TWO TIMES THE FUN- One fun size TWIX bar isn't enough! Two is more than one","Ingredients: Milk Chocolate (sugar, Cocoa Butter, Chocolate, Skim Milk, Lactose, Milkfat, Soy Lecithin, Pgpr, Artificial Flavors), Enriched Wheat Flour (wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Palm Oil, Corn Syrup, Skim Milk, Dextrose, Less Than 2% - Salt, Cocoa Powder, Soy Lecithin, Modified Corn Starch, Baking Soda, Artificial Flavor.",{},"Allergy information: contains milk, soy, and wheat. May contain peanuts.",,,,,
"Trolli Gummi Candy, Sour Brite Crawlers",,$3.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c9191d08-4d77-49a4-bf6a-e6359cd6f306.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_799dadb7-4ffc-4779-930e-6a04b2654429.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_14f9ca27-8984-4d27-99cd-244b9ec722b4.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7c7cc477-0f4b-452f-809d-5acfe168eb9b.jpg 4x","Trolli Sour Brite Crawlers are multi-flavored gummy worms covered in a tongue-twisting sugary goodness, striking the perfect balance of sweet and sour in every bite. The Original flavors include an assortment of combinations: Cherry-Lemon, Strawberry-Grape and Orange-Lime. Whether you're looking for a snack to satisfy your sweet tooth, or you're in the mood for something sour and tangy, Trolli Sour Brite Crawlers are the perfect candy for you. With their bold flavors, soft texture, and colorful design, they are sure to be a hit with anyone who loves sour or gummy candies. So why wait? Treat yourself to a bag of Trolli Sour Brite Crawlers today and experience the deliciousness for yourself!","Corn Syrup, Sugar, Water, Geltain, Modified Corn Starch, Contains 2% Or Less Of Fumaric Acid, Lactic Acid, Citric Acid, Sodium Citrate, Calcium Lactate, Sodium Lactate, Color Added, Natural And Artificial Flavors, Red 40, Yellow 5, Yellow 6, Blue 1.",Unwrap and Enjoy!,"This product was manufactured in a facility where milk, eggs, tree nuts, peanuts, wheat and soy are used in the production of other products.",,,,,
M&M's Minis Milk Chocolate Candy Mega Tube (Packaging May Vary),$2.29,$4.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2647a797-e405-41f5-aba3-cb4221a3c5fc.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0fe195ec-2fd0-40ab-b090-5ef2c234c999.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c782b412-d7db-4afb-9f8a-bbe819975275.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cb6fab04-3d0d-4a95-9b48-aec236e8614f.jpg 4x","Share delicious, colorful fun with M&M'S Minis Size Milk Chocolate Candy Tubes. These individually wrapped chocolate candy tubes are a delicious way to share your love of chocolate with friends and family. MINIS M&M'S Milk Chocolate Candy Tubes can be used to pass out to trick-or-treaters on Halloween, bring to share at a holiday party or add to a candy buffet at your next gathering. There's no end to the fun you can have with M&M'S Milk Chocolate Candy.,•Contains one (1) 1.77-ounce M&M'S Minis Milk Chocolate Candy Tube, packaging may vary,•MINIS M&M'S Candy is made with real milk chocolate and surrounded by a colorful candy shell,•Each individual M&M'S Candy tube has enough tasty chocolate to share,•Bring a tube of tasty M&M'S Minis Candy to the movies as a chocolate treat,•Add delicious fun and color to your day with M&M'S Milk Chocolate MINIS Candies","Milk Chocolate (sugar, Chocolate, Skim Milk, Cocoa Butter, Lactose, Milkfat, Soy Lecithin, Salt, Natural Flavor), Sugar; Less Than 2% Of: Cornstarch, Corn Syrup, Dextrin, Colors (includes Blue 1 Lake, Red 40, Yellow 6, Yellow 5, Blue 1, Red 40 Lake, Yellow 6 Lake, Yellow 5 Lake, Blue 2 Lake, Blue 2), Carnauba Wax, Gum Acacia.",{},Contains milk and soy.,,,,,
