Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Highlights,Milk Free,Warnings,"Fresh, plump, and bursting with flavor, Naturipe Blueberries are a must-have for any fruit lover. Packed in an 18 oz bag, these blueberries are the perfect addition to your morning smoothie, afternoon snack, or dessert topping. Not only are they delicious, but they're also vegan and vegetarian-friendly! These little powerhouses of nutrition are loaded with antioxidants and vitamin C to help support a healthy immune system. With Instacart's same-day delivery or pickup, you can enjoy these tasty treats without ever leaving your home. Simply add Naturipe Blueberries to your next order and enjoy their sweet goodness in no time!",Gluten Free,"Say hello to Sunset Sugar Bombs! These delightful Grape Tomatoes On-The-Vine are perfect for a variety of dishes. They're vegan and vegetarian, so you can enjoy them regardless of your dietary restrictions. Each 12oz container is packed with juicy, sweet tomatoes that burst with flavor in every bite. Whether you're making a salad, cooking up a storm, or simply enjoying a snack, these Sugar Bombs will satisfy your cravings. With Instacart's same-day delivery or pickup, you can have these beauties at your doorstep in no time. So why wait? Go ahead and add Sunset Sugar Bombs to your next shopping list today!"
Cal-Organic Farms Organic Rainbow Baby Carrots,,$2.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_438f84d0-379c-4aff-94d0-d19f6a301b1e.png 4x,"Healthy by choice. Since 1984. Certified organic. USDA Organic. Certified organic by California Certified Organic Farmers (CCOF). Washed & ready to eat. Grown/packed/distributed by Cal-Organic Farms. A family of growing companies. For more information and recipe ideas, visit our website at www.calorganicfarms.com or call 1-800-301-3101. Produce of USA.",Organic Carrots,For best quality keep refrigerated.,,,,,,
Sunset Wild Wonders Tomatoes,,$7.59Buy 6 for $45.39, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bac8c46d-7d63-4106-8985-a67718aa8436.jpg 4x,Greenhouse grown. Discover the world's flavors. Sunsetgrown.com. Eco flavor bowl. Harvest Info: Non GMO Project verified. nongmoproject.org. Product of Mexico.,Tomato,Wash & enjoy! Wash before eating and do not refrigerate.,,,,,,
Curly Parsley Bunch,,$2.19, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_32ea42c6-845c-4a03-ac08-8a1f2cb9e58f.jpeg 4x,,,,,,,,,
Bagged Lemons,,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c6479670-559d-41b5-ae31-2f9ef23a2a42.jpeg 4x,,,,,,,,,
Organic Red Cabbage,,$3.81, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ce3535ec-f9be-4080-b40d-77a8c1d32ad0.png 4x,,,,,,,,,
Parsnip,,$1.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fd14432a-bc74-4e67-936c-6189fcdc92c2.png 4x,,,,,,,,,
Yuca Root,,$4.80, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ed0fd11f-8655-4ff9-94e8-75081cd4f305.png 4x,,,,,,,,,
Organic English Seedless Cucumber,,$4.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_429312c3-6f9c-4898-96bc-905c36221b06.jpg 4x,,,,,,,,,
Grapefruit,,$0.95, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e0a54e2a-14b2-47c4-9667-a61b5f8a11f1.jpg 4x,,Red Grapefruit,,,,,,,
Watermelon,,$0.59, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3e927ac7-b3d2-4e32-88cc-1116f6d6afc3.jpg 4x,,,,,,,,,
Pummelo,,$5.59, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fd324d7e-496b-43fb-a8d5-ef1707e3698e.jpg 4x,,,,,,,,,
"Cucumber, Organic, Seedless",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a62a6f83-8adb-4593-a257-fa0824a30856.png 4x,Sunset Cucumber.,English Cucumber,{},,,,,,
Fresh Express Freshly Shredded Angel Hair Cole Slaw,,$2.89, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_68ef1ef6-26c8-4e23-8697-ddb16c22f193.jpeg 4x,"Garden. America's Fresh. Thoroughly washed. Ready to eat. No preservatives. America’s Fresh Angel hair Coleslaw is a good source of Vitamin C contributes to normal collagen formation and the normal function of bones, teeth, cartilage, gums, skin and blood vessels. Low fat diets rich in fruits and vegetables (foods that are low in fat and contain vitamin A, vitamin C and dietary fiber) may reduce the risk of some types of cancer, a disease associated with many factors. Green cabbage is an excellent source of vitamin C. Why we're so fresh: To guarantee Fresh Express Salads are consistently, deliciously fresh, we: Cool our salads within hours of harvest and keep them chilled from field to store. Thoroughly rinse and gently dry; then seal them in our Keep-Crisp bag to maintain freshness. Deliver fresh salad daily.,• Fruits & Veggies More matters,• Excellent source of vitamin C,• No Preservatives/No Artificial Preservatives",Green Cabbage.,Reseal for freshness. Keep refrigerated.,Milk Free,,,,,
Driscoll's Blackberries,,$6.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c37d3dac-5bf4-42f0-85e3-13ef581301fc.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d3ee7f6b-2086-43b1-bfea-66708a2e9acf.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6ab37d8f-0a05-46f6-b130-af525ca261b2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_73ca5332-3a54-4201-87d9-ef91c0c21ea3.jpg 4x","Driscoll's Blackberries have a rich, sweet and complex flavor. Devour these fresh blackberries right out of the original package for a simply yummy snack or bake into your favorite pastries. When you share our blackberries with the special people in your life, you're not only sharing exceptional flavor but a moment of pure bliss as well. Our farmers work hand in hand with nature to make sure each one of our blackberries is perfectly sun-ripened and meets our remarkably high standards. When you choose Driscoll's berries, you choose consistent quality and sweeter life moments.,Family-owned and operated for over 100 years, Driscoll’s is passionate about growing Only the Finest Berries. Look for Driscoll's Strawberries, Blueberries, Raspberries and Blackberries — fresh berries are all we do!",Blackberries,Keep refrigerated and rinse before use.,,,,,,
Halos California Clementines,,$11.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_45272836-8364-4612-8e05-92dec7b5ee04.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ef00e577-6686-42fd-a720-e4182aa8cac7.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_54799285-83d8-417b-a0af-c841aada891b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2e911971-19b3-4db7-b82d-acf0054f8a9a.png 4x","Wonderful Halos mandarins are Mother Nature's perfect snack -- sweet, juicy, seedless, and easy for little hands to peel. Even better, these li'l guys are absolutely, positively, Non-GMO Project verified and an excellent source of Vitamin C.",California Mandarins.,{},,,,,,
Cherries,,$5.69, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_03c6fa16-f345-4393-8919-0cbbed154bf8.jpg 4x,,,,,,,,,
Driscoll's Sweetest Batch Blueberries,,$7.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_32c5fec9-9a07-4741-a8ed-42aca583a665.png 4x,"Driscoll's Sweetest Batch Blueberries have an amazingly sweet flavor. Share these snackable berries with a friend, bake into pies or sprinkle onto shortcakes. The only thing that can make quality time with loved ones more extraordinary is a shared bowl of our plump, juicy blueberries. Thoughtfully grown with natural crossbreeding methods, our blueberries are a no-brainer for your next grocery haul. When you choose Driscoll's berries, you choose consistent quality and sweeter life moments.,Family-owned and operated for over 100 years, Driscoll’s is passionate about growing Only the Finest Berries. Look for Driscoll's Strawberries, Blueberries, Raspberries and Blackberries — fresh berries are all we do!",Blueberries,Keep refrigerated and rinse before use.,,,,,,
Ambrosia Apple,,$0.84, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ef4b1d57-65d6-437d-88ad-98f8a1e9b64d.png 4x,,,,,,,,,
Dole Cauliflower,,$4.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4afc9be8-840a-4261-a5f2-66b296d9865b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4c432158-6493-4838-bc14-b49452862565.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_24f77ace-0ac4-4b90-b178-a88dbae02223.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6cab3c6f-9c2e-4333-8700-f1937fecd112.png 4x",Field packed. Keep it fresh! Satisfaction guaranteed. Dole.com. Connect (hashtag)Dole. Facebook. Twitter. Pinterest. Instagram. Questions? Comments? Visit Dole.com or call us at 1-800-356-3111. Grown in CA.,Cauliflower.,"Wash before use.,Store in plastic bag in vegetable crisper for optimum freshness.",,,,,,
Blueberries Package,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f66693bf-b1c9-4da3-9762-535caf956d01.jpeg 4x,,,,,,,,,
Driscoll's Organic Strawberries,,$11.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_41a576fa-2b88-4f05-8e4e-91522bcceac1.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_47b7d86e-0c91-47dc-aad3-061a17714a46.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_616d5e05-6f67-4542-9dbd-aacec5801878.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f4ce58d6-fb93-4f8b-99a4-e6f97ce23970.jpg 4x","Driscoll's Organic Strawberries are always delicious, thoughtfully grown and certified organic. Indulge in a handful of these scrumptious berries for a satisfying snack or throw them into your favorite summer salad. These real organic strawberries bring joy to any occasion with their dazzling red color and pure fruity taste. We've been pioneering innovative strawberry farming methods and superior flavor profiles since 1904, so you're sure to taste our signature sweetness in every bite of our organic strawberries. When you choose Driscoll’s berries, you choose tasty berries that add sweetness to life moments.,Family-owned and operated for over 100 years, Driscoll’s is passionate about growing Only the Finest Berries. Look for Driscoll's Strawberries, Blueberries, Raspberries and Blackberries — fresh berries are all we do!",Strawberries,Keep refrigerated and rinse before use.,,,,,,
"Signature Farms Carrots, Premium",,$3.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_65ecf8b2-9450-4330-820e-ad254445fac4.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_866e8199-8dce-4e0a-9742-bcd1237b7e3c.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2f23c773-8280-4f40-9544-4e176199d0ad.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_464b05bf-8187-41d9-b7d2-afaa1d3028ad.png 4x","The ingredients are simple: carrots. But there’s nothing simple about the love and care we put into them. We’ve worked the fields for over 100 years to bring you a carrot like no other. Bred for sweetness. Grown in the ideal climate. Harvested young and tender. When you cook them, you’ll taste all that goes into them.",Carrots.,{},,,,,,
"Sunset Cherry Tomatoes, On the Vine",,$5.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5f045643-e73a-49cf-8dd1-59c47c166267.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_760610dc-5e74-43e1-9623-5a8ed84cffac.png 4x",An explosion of flavor!,Sunset Flavor Bombs Cherry Tomatoes.,Wash before eating and do not refrigerate.,,,,,,
Escarole,,$3.19,,,,,,,,,,
"Gourmet Garden™ Lightly Dried Chopped Chives, 0.35 oz",,$5.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5e8c0900-4f2f-41b6-af6a-e6941cc4cedc.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fd2828ab-a432-4d11-a2a5-96105fc0f6e6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_eb38a2e3-c2c8-44ce-ad61-f354c1c009f4.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_22b578a3-eac5-4f78-90bf-5c208ef0274a.jpg 4x","Chives are so good, you’ll want more than a sprinkle. Each convenient click ‘n stack bowl of Gourmet Garden Lightly Dried Chives contains a large bunch of fresh chives that have been lightly dried (just enough) and chopped. It’s like having an herb garden at your fingertips! Because our chives are only lightly dried, it refreshes during cooking, giving you the closest taste, appearance and aroma to that of garden-fresh chives. Add them at the end of your cooking- to everything from eggs to baked potatoes and sour cream. Once opened and refrigerated, it lasts up to 4 weeks.","Chives, Canola Oil, Sea Salt, Ascorbic Acid (to Protect Color & Flavor)","In cooking use 1 tbsp lightly dried chives = 2 tbsp fresh chives.,Keep refrigerated.,Fresh 4 weeks after opening.",Gluten Free,,,,,
Tanimura & Antle Cauliflower,,$2.71Buy 12 for $31.43," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_106d36e2-3437-4e84-b7e9-9cf502dbf32b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ae8bd137-3d0a-44ea-aca1-864229472ea3.png 4x","US no. 1. oceanmist.com. For a wealth of vegetable facts, health benefits, recipes and cooking videos, visit oceanmist.com. Produce of USA.",Cauliflower.,{},,,,,,
Aloe Vera Leaf,,$5.19, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5b084a69-e423-46b5-9c18-6241a70b5531.jpg 4x,,,,,,,,,
Dole Spinach,,$3.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9636b7db-4902-4e6b-ab81-034ad95c181b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2756ca39-9776-4f10-9f07-94a8720e024e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a74d4507-8548-4fd7-8c50-d054f9dd8837.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_aa4b2442-1778-4bac-bf8c-147e451bd67a.png 4x","Great for salads and cooking! Preservative free. Thoroughly washed. Satisfaction guaranteed. Dole.com. Facebook. Twitter. Pinterest. Instagram. Connect! (hashtag)Dole. Questions? Comments? Visit Dole.com or call us at 1-800-356-3111. The Perfect Salad! Visit Dole.com for dozens of greal recipe ideas! Spinach is a true culinary jack-of-all-trades. Try it fresh in a salad or sandwich, cook it up as a side dish, or toss it in as an ingredient in pasta dishes, soups, stir-fry's, smoothies, and more!",Spinach.,"Microwave in the bag or cook on stovetop! Spinach Preparation Directions Microwave: Pierce bag with fork. Microwave high 2-3 minutes or until tender. Let stand 1 minute. Lift from corners of bag. Cook time may vary. Caution bag content will be very hot. Steam: Place steamer or basket into pot over about 1/2 inch water. Add spinach to steamer. Cover tightly and heat to boiling. Reduce heat and steam about 3-4 minutes or until tender. Saute: Heat 1-2 tablespoons of olive oil in a large skillet on medium heat. Add spinach and a pinch of salt. Stir 2 to 2-1/2 minutes on medium heat until just wilted.,Perishable/keep refrigerated.,For freshest taste, use within 2 days of opening and keep refrigerated in this breathable bag.",,,,,,
Organic Cilantro,,$1.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e2dd6bc6-09e0-4ac2-b298-ad6ac2e6d5d3.png 4x,,,,,,,,,
Earthbound Farm Celery Hearts,,$4.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4683a0b1-ca3a-4af0-8879-24c3492a1e68.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_da0322cf-f7f7-43d8-9e98-0f4e4a3c2c59.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9b85f39a-d7f0-4116-9c5a-69365459c466.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1a18d392-c25d-46c6-9083-02c31d4e1bc9.png 4x",Grown for you with care. US No. 1. USDA organic. Certified organic by CCOF. www.ccof.org. Questions or Comments: 1-800-690-3200. Produce of USA.,Organic Celery Hearts,Wash before serving. Perishable product. Keep refrigerated.,,,,,,
Dole Iceberg Lettuce,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0677039d-dc40-4bf5-b9a7-7aa55a1bda06.jpeg 4x,"Dole® Fresh Iceberg Lettuce.,For a happier, healthier you!,25% An excellent source of vitamin K which promotes bone health.",Iceberg Lettuce.,Wash before use. Keep it fresh! Store in plastic bag in vegetable crisper for optimum freshness' rinse and spin dry before using.,,,,,,
Asparagus Bunch,,$8.25, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0c8aa7ea-3765-4b85-a458-0b8a400e67fe.jpeg 4x,,,,,,,,,
Driscoll's Raspberries,,$12.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_003dddfc-1a27-4cf7-ad2f-ad53a8d044ec.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2436ab95-1349-4edb-94c4-ff349b8bce19.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8d600b6c-e9f8-431b-9856-3347bf7784f3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8ab5ad3f-a103-4c45-a510-fead1fd17e93.jpg 4x","Driscoll's Raspberries have the perfect flavor combination of sweet and tart, making them the most satisfying fruity snack. Add a delicious pop of color to smoothies, baked goods and cheese boards with just one or two handfuls of fresh raspberries. Our wonderfully juicy berries will bring pure happiness to all your everyday moments. We review thousands of raspberry seedlings annually to identify varieties that live up to our high standards. When you choose Driscoll's berries, you choose consistent quality and sweeter life moments.,Family-owned and operated for over 100 years, Driscoll’s is passionate about growing Only the Finest Berries. Look for Driscoll's Strawberries, Blueberries, Raspberries and Blackberries — fresh berries are all we do",Raspberries,Keep refrigerated and rinse before use.,,,,,,
Organic Fuji Apple,,$1.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_813fbca6-2810-4349-8c77-8f09f981bcd7.png 4x,,,,,,,,,
Organic Honeycrisp Apple,,$1.93, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_09b8dbb9-4edf-4034-8227-5b79362babd0.png 4x,,,,,,,,,
Organic Red Leaf Lettuce,,$4.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_53d511a9-d1fa-4ec5-a341-a9d7c43b341e.jpeg 4x,,,,,,,,,
Chelan Fresh SugarBee Apples Bag,,$5.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_66709b32-cc25-4bc4-81b8-71da811b9eec.png 4x,"Oh honey, that's good! U.S. extra fancy. Coated with food grade vegetable and/or shellac-based wax resin to maintain freshness.",,{},,,,,,
Anaheim Pepper,,$0.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_270fb90a-6a1c-4e6c-977b-62cba3ed796c.jpg 4x,,,,,,,,,
Crunch Pak Organic Sweet Apple Slices 5 Pack,,$4.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d44f5b5b-0706-40b3-8cbd-5370f78a0742.png 4x,,"Organic Apples, Calcium Carbonate, Ascorbic Acid (a Blend Of Calcium And Vitamin C To Maintain Freshness And Color)","Perishable/Keep refrigerated. Important: must be keep refrigerated.,Peel & reseal.",,,,,,
Sunset Sugar Bombs,,$9.09, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a7ce69a1-3fdd-493b-ba55-dc0d52879f3d.jpg 4x,,Grape Tomatoes,Wash before eating and do not refrigerate.,,,,,,
Pero Family Farms Fresh Snipped Green Beans,,$4.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8c1d955a-4bcb-4e2c-8532-33f3a514b82e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ae407a54-7c2d-4b85-924d-e95748178d81.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b19d5c8a-9ba4-4273-8ba1-7a0563fd0e6a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_08c0b729-4031-45e0-b776-37d32b17a0ad.png 4x",Washed & ready to use. Microwaveable bag. www.PeroFamilyFarms.com. Facebook. Instagram. YouTube. Twitter. Follow us for fresh ideas and recipe (at)perofamilyfarms.,Snipped Green Beans,Keep refrigerated.,,,,,,
Melissa's Yellow Baby Dutch Potatoes Bag,,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9c114d90-f095-477a-a768-6c9d1e670d9c.png 4x,"US. No. 1 - min. dia. 3/4 inch. Rich, buttery flavor. Great grilled, roasted, or in salads! Good life food. Recipes - melissas.com. Melissa's Baby Dutch Yellow Potatoes are great in potato salads or as a savory side dish. They have a wonderful, buttery texture and flavor when baked, roasted, boiled, steamed, sauteed or mashed. Try them in your favorite potato recipe. Please contact us or visit our website for delicious recipes: 1.800.588.0151; www.melissa.com. Grown in Idaho - Idaho potatoes. Product of USA. Packed in Idaho.",Baby Dutch Yellow® Potatoes,"Store in a cool, dry place.",,,,,,
POM Wonderful Pomegranate Arils Twin Pack,,$9.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_982666fc-d5bc-4b29-b7cb-da169b8af46b.png 4x,"Take the sweet, tart taste of pomegranates to go. Known for unique antioxidants, POM Wonderful Pomegranate Arils make a tempting snack and a great addition to any dish.,• Enjoy by the spoonful or add to salads, oatmeal or yogurt,• Whole family will enjoy sprinkled on salads, oatmeal, yogurt or by the spoonful,• Known for unique antioxidants; Good source of fiber and 8% daily value of vitamin C,• Non-GMO; Certified Kosher,• Only in season October-January",Pomegranate Arils,{},,,,,,
"Cherry Tomatoes, On the Vine, D'Vines",,$5.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f441c92a-a368-4579-9f8a-962f103a6670.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9aa423d7-c28a-427b-b3c8-be06ab4779ca.png 4x","NatureSweet D’Vines cherry tomatoes are sold on the vine for maximum freshness. They are delicious, nutritious and fabulous for snacking, salads and everything in between.,• On the vine for max freshness,• Good source of vitamin C,• High in fiber,• NatureSweet is B corp certified",,Wash me. Please don't refrigerate. It's too cold in there!,,,,,,
Bolthouse Farms Premium Sweet Petites,,$2.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a7d2a6c2-19c6-4b05-b0e3-cea82b3fd86e.jpg 4x,These are cut from the sweetest part of the carrot. Ready for roasting in a honey balsamic glaze or steaming as a delicious complement to grilled chicken breast.,Carrots,"Microwave Oven: Place bag in microwave label side up and cook on high for 3 to 4 minutes. Bag expansion is normal. Let bag stand 1 minute. Cut open bag with scissors and empty carrots, being careful of steam. Because of differences in microwaves, heating times may vary. Conventional Stovetop: Remove carrots from bag and place in saucepan with just enough water to cover them. Cook for 5-10 minutes. Steam: Remove carrots from bag and cook covered over boiling water 4 to 7 minutes. Microwave with label side up.,Cooked: Honey-glazed, stir fries, pot roasts, stews, casseroles, pasta dishes, and more! Fresh with dips, hummus, party trays, snacks, pasta salads, green salads, and more!,Perishable. Keep refrigerated.",,,,,,
Organic Raspberries Package,,$8.09, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_826e5c7f-726f-4912-8632-830fc3afe2f4.jpeg 4x,,,,,,,,,
